,label,sentence
13654,2,차이고 연락하다가 질린다고 다 차단당하고 3개월 정도 됐는데 연락하면 완전 더 정떨어지겠죠….
13655,2,헤어지고 어떤 일 때문에 어쩔 수 없이 봐야 해요
13656,2,"그것이 정말로 나를위한 것이었다면, 당신은 일하는 대신 조용히 말했을 것입니다. 내가 얼마나 화가 났는지 알아? 네, 자궁이 아파요. 그러나 한편으로는 정보를 원하고 다른 한편으로는 그것을 숨기고 싶습니다. 여자에게 자궁이 얼마나 중요한지 모르십니까?"
13657,2,너무 힘들었지 만 정말 씁쓸하다
13658,2,이럴 줄 알았다면 빚이라도 져서 대학 갈걸 그랬나 봐요….
13659,2,정말 취업이 어렵네요
13660,2,편집하기에는 너무 쓰다…
13661,2,안 그러면... 우리 개들이 비를 맞는다. 난 짐승이다... 하지만. 난 호랑이의 얼굴을 가진 토끼야.
13662,2,근데 꿈이어서 고민….
13663,2,시간이 지나서 또 봐도 정말 가슴 아린 드라마……. ㅠ. ㅠ
13664,2,미안해 얘들아….
13665,2,다들 시간이 약이라던데….
13666,2,"피곤하고 힘들어요. 인제, 정말 유감입니다 …"
13667,2, 또 사소한 거로 틀어지고 전에 제가 하지 말라는 거 하고 맨날 똑같다고 하면서 헤어지자고 하네요…….
13668,2,근데 그 시간이 좀 짧았으면 좋겠다.
13669,2,퍼짐에 따라 퍼지고 빛납니다
13670,2,애는…. 애는 어떡하라고….
13671,2,감각을 잃지 않고 군대에 가기 전에이 작업을 수행해야합니다.
13672,2,"결국, 나는 내 분노를 통제 할 수 없었다…"
13673,2, (전 차임) 헤어진 지 아직 일주일 안 됐고요
13674,2,항상 되는 일 없고 가난하고 더러운 전라도 사람들의 댓글을 보면 불쌍하다는 느낌이 든다.
13675,2,너무 실망 스럽습니다. TT
13676,2,정말 좋습니다. . 절대 불가능합니다…?
13677,2,정지훈 네가 진정한 위너다! 개 부러운 이럴 때 쓸 말이군….
13678,2,아기들은 무엇을하고 있습니까? .
13679,2,나는 지금 피곤하다. .
13680,2,나는 비만입니다. ㅠㅠ
13681,2,지코 자식 능력자네~
13682,2,송아지를 얼마나 더 잃어야합니까? .
13683,2,내일 월요일 ㅠㅠㅠ 모두 굿밤…….
13684,2,하고 싶은 일을하고 살 수 있습니까? 내 행복 때문에 다른 사람들이 불행하다면? 우리가 계절에 올 시간입니다 ... 당신은 캐나다로 가서 아들과 편안하게 살 수 있습니다.
13685,2,다이어트가 아니더라도 사이러스를 마시면서 소녀들에게 어떤 영향을 미치는지 보려고 노력했습니다. .
13686,2,이미 오래전부터 협력업체에 갑질로 유명함 종교를 상술로 이용하나. ㅠㅠ
13687,2, 질 쪽으로 너무 아파 구요….
13688,2,죄송 해요. 지금은 사치가 되길 바랍니다. 편안하게 도와주세요.
13689,2,부인. 여보세요.
13690,2,저녁을 가족과 함께 보내고 싶은게 너무 큰 바람인가?.. 어느 순간부터 가족과 거리감을 느낌
13691,2,대만 차주세요? 언니에게 맞으면 깨어날 수 있다고 생각합니다.
13692,2, 확신하여 이별을 통보했을 경우 어떻게 해도 되돌릴 방법이 없나요
13693,2,더 이상 그의 전화 번호가 없습니다.
13694,2,보직파괴 3년 되었다.
13695,2,그래서 다리 쪽을 쐬고 있는데 임신 중에는 찬바람 되도록 맞지 말라고 하던데…….
13696,2,역사를 잊은 민족에게 미래란 없다
13697,2,치킨값 너무 비싸다.
13698,2,그 기사는 단지 부러워합니다.
13699,2,빚 때문에 하루하루가 괴롭습니다….
13700,2,돼지 야…
13701,2, 어떻게 해야 잊을까요
13702,2,얼마나 더 견딜 수 있을까….
13703,2,탐욕과 이기를 조금이라도 버릴 수 있을 때. 뭐 평생 안 올인지도 모르겠다.
13704,2,그래서 막 전화하고 싶고 카톡 하고 싶고 나 혼자 설레니까 힘들어…….
13705,2,한국에서 흰날을 만들면
13706,2,내가 이러려고 바이크를 타나…….
13707,2,고무신들은 언제까지 허전하고 언제까지 울었어???
13708,2,이런 영화를 볼 수 있어서…. ㅠㅠ 이제 정말 아픔이 없었으면 좋겠는데 말이죠….
13709,2,미안하다능….
13710,2,번역하기가 쉽지 않습니다 ㅠㅠㅠ
13711,2,다음 대통령은 닭 똥 때문에 정말 피곤할 것입니다.
13712,2,안 죽을 거지?
13713,2,하.... 진짜.. 다 끝내고 싶다…….
13714,2,오늘은 좀 더 힘들어요
13715,2,백조 ㅠㅠㅠ _ ㅠ
13716,2,무능한 정부... 하다 하다 별 이야기를 다하네
13717,2,송중기 부럽다…….
13718,2,인간관계가 너무 힘듭니다
13719,2,불쌍한 호랑이 ㅠㅠㅠ
13720,2,하나 사서 집에두고 싶습니다.
13721,2,너의 연락을 항상 기다리고 있어….
13722,2,그게 아니라…. 송편 먹으니까 아빠 생각난다.
13723,2,"당신은 약간의 운동을 했습니까, 당신의 팔뚝은 나보다 낫습니다! 카버 럽"
13724,2,우리…. 그만 만나요.
13725,2,우리는 헤어진 사람들과 상담 할 것입니다. ㅠㅠㅠ
13726,2,나야 뭐 이미 끝난 거고….
13727,2,불행할 게나 도 그럴 거 같아
13728,2,남자친구 쪽 부모님은 저를 마음에 들어 하시는데 저희 부모님은 남자친구를 반대하시네요….
13729,2,아직 아닐 수도 있습니다.
13730,2,벌써 추움. ㅠㅠㅠ
13731,2,조금 느낀다 ㅠㅠㅠ
13732,2,저는 너무 오래 해서 엄마한테 맨날 혼나요
13733,2,얼마 후 사고 소식 듣고 충격이 얼마나 컸는지….
13734,2,화가 ... 당신은 많이있어? 식당에서 일한다는 것은 불편하다고 말하지 않았습니다.
13735,2,졸려서 너무 고민이네 일이 제기랄 님들아 0
13736,2,......일한다.
13737,2,4년 사귀었는데 남친의 권태기 극복은 할 수 없나 봐요.
13738,2, 남도 아닌 가족끼리…. ㅠ. ㅠ
13739,2,술 마셨나 마시지 않았나부터 알아맞혀야지….
13740,2,  아 갑자기 눈물 나네
13741,2,지금은 요요가 와서 5킬로 정도가 다시 쪘습니다….
13742,2,저주하기 전에 나라를 망쳐 놓는 일은하지 말자.
13743,2,절망 속에서 결국 빠져나온 눈물겨운 실화
13744,2,대학에 가기가 너무 힘듭니다. ㅠㅠ
13745,2,보통 헤어질 때 어떤 말 하나요?
13746,2,갑자기 보다가 생각나서 눈물이 멈추질 않네요….
13747,2,진짜 힘들겠다. 이청용 선수도…….
13748,2,미안해 널 사랑해
13749,2,캐릭터. 약을 복용하는 동안 완고한 수염이 있습니다. 걱정 되요
13750,2,나 비 맞기 싫어. 네가 그만 울어야 내가 가지. 안 울게 하려면 어쩔 수가 없네.
13751,2,내 몸이 너무 멀어
13752,2,이승엽 은퇴한다니까 슬퍼지네….
13753,2,그런 걸 할 줄 알아요? 나는 작은 상자도 못 만드는데…
13754,2,그 당시 놀라서 몰랐는데 지금 허리가 너무 아파요 ㅠㅠ
13755,2,너도 다쳤어 널 다치게 했어
13756,2,  남편의 폭력 폭언 때문입니다…. 10년을 살고 있는데요….
13757,2,이것이 완전히 마음에 들지 않습니까?
13758,2,미안해 고마워
13759,2,당신이 내 옆에 본 동생이 너무 나빴어요.
13760,2,숨을 쉰 후 엉덩이가 너무 아파요
13761,2,달리는 사람은 끝날 수 있습니다. .
13762,2,Fort는 실제 뉴스를 듣지 못했습니다…
13763,2,폭풍 후 아이가 얼마나 많이가더라도 다시 연락 할 수 없습니다.
13764,2,나는 이것을 쓰는 것이 매우 불편하다.…
13765,2,유감 이군.
13766,2,가슴 아픈 사연은 왜 이리도 많을까….
13767,2,당신도 마찬가지입니다. 내 첫사랑이고 늙었 어. 그는 아내와 결혼하고 살지 않았습니까?
13768,2,이집트 항공 요즘 사건 터지면 이집트 안 낄 때가 없네
13769,2,잔인한 남자
13770,2,"잠시 있다가 이것저것 먹고 머릿속으론 안되, 참아 라 구해도 끊임없이 생각이 나서 먹게되요…."
13771,2,뭐? 아…. 그럼 내 생일인 거 아무도 몰라? 
13772,2,인생은 너무 어렵다
13773,2,폭염보다 무서운 게 누진세다
13774,2,야. 어떻게 됐냐? 아침에 주문 좀 몰리던데... 좀 올랐어?
13775,2,옛날엔 몇 번 실수했지만 이번엔 정말 아니야!~
13776,2,나는 그렇게 느끼지 않는다.
13777,2,욕을 처먹고 싶어서 환장했나
13778,2,그래도 미국에 저렇게 대응할 수 있는 게 부럽다
13779,2,잊을 수 있어요?
13780,2,"대통령 님, 고인을 위해 기도해주세요. ."
13781,2,왜 우리 편이 아닌가
13782,2,뭔지 알잖아. 이번엔 진짜 결혼이야. 결혼이란 건…. 그냥 몇 달 헤어지거나. 그런 거랑 다르던 거 알잖아. 
13783,2, 지금 제모습을 보면 정말 한심하다고 느껴지네ㅕ…. ㅠ
13784,2,한바탕 하고 나면 좀 후련해지거든요
13785,2,Taihu PD를 보셔서 죄송합니다.
13786,2,군대에 가면 헤어 질까요?
13787,2,"농담. 나도 당신이 싫어요 게다가, 당신은 어떻게 나를 믿을 수 있습니까? … 병원에 갈래?"
13788,2,그러나 문제는 대부분의 국민 연금이 대기업 주식에 투자되며 대기업이 파괴되면 파괴된다는 것이다.
13789,2,나는 확실히 여자 친구가 없습니다. .
13790,2,나는 그렇게 말하지 않았다 ...
13791,2, ? 거기 가면 펑펑 울 거 같은데. ㅠㅠㅠ…. ㅋ
13792,2,왜 멈추고 열심히 생각해야합니까?
13793,2,나는 네가 부러워. 우리는 언제 야구를합니까?
13794,2,졸업했는데 아직 취업 안 되신 분들 많나요?
13795,2, 너무 비참해서 눈물 나네
13796,2,삶에 지 쳤고 이것에 질려
13797,2,피곤하다
13798,2,매번 제 생각에 좋을 거 같은 선물을 해줘서 그런지 엄청 좋아하지 않아서….
13799,2,미친 듯이 울고있는 길을 지울 수 없어
13800,2,일주일 또 기다려야 되네. ㅠㅠㅠ
13801,2,이 기억을 안고 살아가기엔 너무 가혹해….
13802,2,나는 그것을 좋아하지 않는다. .
13803,2,정말 간절한데 엄마 되는 일이 너무 어렵네요. ㅠㅠ
13804,2,AI가 2014년에 최악이랬는데 다시 이번이 그때보다 더 최악이라네요.
13805,2,그래 애초에 다 내가 혼자 자초한 일이고 내 잘못이다.
13806,2,그래서 중견기업도 힘들지 않을까 생각하는데 나이가 많아서요….
13807,2,혹은 소심해서 그런걸까요? ㅜ
13808,2,나는 지금 두 달 동안 일했습니다
13809,2,아버지….
13810,2,말로 만으로가 아닌 행동! 을 말하고 있지만 하지 않고 있어서 고민…. 0
13811,2,어느 특정 계절에만 이런 게 아니고 매일 아프고요….
13812,2,자전거 타는 사람으로서 미안합니다
13813,2,아… 네…
13814,2,나는 분유를 끓여서 먹이어야한다는 것을 알았습니다. TT
13815,2, 음경 길이가 너무 작은 거 같아 고민입니다….
13816,2, 형편없는 쓰레기다 나는 재활용도 안 되는
13817,2,ii. 선생님을 귀찮게하지 마십시오. 네? 아이들은 영어에 관심을 갖기 시작했습니다.
13818,2,새로 사고는 싶은데 사면 아버지가 왜 있는 거 안 쓰고 사냐고 뭐라 하실 거 같고 새로 살까요
13819,2,"하지만 요새 자꾸 먹을 일아 생기 고, 저녁에 폭식을 하다 보니 어느새 다시 삼키러 가 쪄버렸습니다…."
13820,2,오 내 책.
13821,2,한 두 시쯤에 ...?
13822,2,그렇게 되면 찾아간 보람도 없이 교통비가 좀 아까울 것 같기도 한데….
13823,2,누나. 생일은 뭐.. 나야 잘 있어. 울긴 누가 운다고. 우는 거 아냐. 누나. 나 부족하나만 써줘.
13824,2,"너, 너무해. 나 사람 아니라고 너무 무시해."
13825,2,4 일밖에 안되지만 미쳐 가고 있습니다.
13826,2,헤어진 지 도달하고 12일 정도…. 오빠를 다시 만나고 싶어….
13827,2,학교에서 부끄러워서 잘 못해요.
13828,2,"아침에 보리밥을 먹기 때문에 불편합니다. 게다가, 아무 말도 할 필요가 없습니다."
13829,2,그 이후에 연락 안 하고 3번 정도 마주친 적이 있었는데 모른 척하고 다녔습니다….
13830,2,거의 개인적인 삶을 포기하는 일이 너무 많습니다…
13831,2,그거 볼 땐 잘 살다 가도 바뀔 때마다 와르르 무너지는데 자신이 너무 힘들었거든요.
13832,2,관계가 좋지 않다는 것을 표현하기가 어렵습니다
13833,2,큰일 났어. 끝이 아니야. 나 지금….구질구질한 형사 아저씨 됐다... 
13834,2,아… 씨… 얼룩이 사라지지 않습니다…
13835,2,가져와야 할 것만 얻을 수 있습니다. 나는 갈거야.
13836,2,그 남자한테 적어도 나란 여자는 안 통한 거지 맞아….
13837,2,물론 애인이라면 망상이지만 ㅠㅠ
13838,2,유윤 발이 당시의 영화에 등장한 것은 부끄러운 일이었다.
13839,2,왜 눈물을 읽었습니까?
13840,2,내가 헤어진 지 2 개월이 지났다.
13841,2,저보다 좋은 수입차 모는 사람들은 도대체 얼마나 버는 거야???
13842,2,부모님은 그냥 스트레스라고 하는데 갑자기 심장마비가 걸리면 어쩌죠?? ㅠㅠ 0
13843,2,또 보고 또 울. 었. 다….
13844,2,"네가, 변호사 말 잘 듣는 거 같아서... 짜증 났어. ... 다른 애도 아니구.. 니가."
13845,2,인생은 너무 나쁘다.
13846,2,여전히 모유를 누르면 모유가 나옵니다. 걱정돼
13847,2,아... 할아버지 못생겨서 죄송해여….
13848,2,이 죽음은 무엇입니까?
13849,2,나는 여자 친구가있는 친구와 함께 카페에 갔다. 그리고 나를 지불하고있는 계산원은 예뻤다.
13850,2,이러지 마십시오. 나는 앞으로 잘 할 것이다.
13851,2,"나는 그것에 대해 흥분하고, 나는 자기 증오에 있습니다 ...."
13852,2,음주를 어떻게 중단 할 수 있습니까? .
13853,2,"아니,…… 당신은 훌륭합니다."
13854,2,"기다리면 올까요,?"
13855,2,어제 배터리 없어서 꺼져있었는데 ㅜㅜ
13856,2,아직 전화 나 편지를받지 못했습니다.
13857,2,성능이 좋지 않다 ㅠㅠㅠ
13858,2,의경도 어렵다
13859,2,사람은 왜 이렇게 어리석을까. 나는 내가 이런 줄도 모르고…. 어리석게 마치 미래가 있는 거처럼 마음을 내주고 있거든. 그렇게 준 마음을 다 어떻게 주어 담니…. 어떻게….
13860,2,그러지 말아요 제발! 
13861,2,그러나 나는 아카데미에 가고 싶다. ㅜㅠ
13862,2,인생의 노인들은 어떻습니까? TT
13863,2,마음이 너무 아파요….
13864,2,58로 줄 였지만 어떻게 바뀌는 지 모르겠습니다.
13865,2,아아， 지쳤다……. 품 안의 자식을 떠나보낸 기분이야.
13866,2,다이어트를 할 때 저 같은 경우는 허벅지랑 뱃살을;;
13867,2,고향이 경상도라서 죄송합니다
13868,2, 저 봉사하다 혼남. ㅠㅠ
13869,2,버는 만큼 쓸 구실도 많이 생기네요.
13870,2,학교 체육 수행평가 하는데 평가하기 전에 각자 연습하고 있는데 내가 운동 진짜 못하거든
13871,2,당신이 그것에 대해 생각하면 잊기 어렵습니다
13872,2,1년과 정이라던데 같이 다니는 친구 한 명은 있어야 할 텐데 ㅠㅠ
13873,2,그게 내가하는 일이야 지금 몇 살인지 아십니까? 해야 할 일이 있습니까?
13874,2,"전화 걸면 음성 사서함으로 넘어가고， 나중에 문자가 오는 식이고. 문자 답장도 엄청나게 늦게 오고……. 내용도 평소보다 반응이 약하달까, 시원찮달까……. 놀러 가자고 하면 왠지 매번 바쁘다고 하고……."
13875,2,사과만 하지 말고 선생이랑 좀 안 놀면 안 돼? 나 무지무지 섭섭해.
13876,2, 안 보낼 건데 선생님께 죄송하네요.
13877,2,토끼? 이런 잔인한 것들….
13878,2,근데 지금 속 쓰림 ㅠㅠㅠ 0
13879,2,이번에는 병원 비서관과 사무 총장과의 인터뷰에갑니다.
13880,2,사람들과 좋은 세상 만
13881,2,백조 약 반 달… 내 마음이 너무 아파
13882,2,내가 일하지 않기 때문에 너무 어렵다.
13883,2,새로 사려면 아버지와 함께 살지 않겠습니까?
13884,2,내가 당신을 보지 못했다면
13885,2,최순실이 생산 한 한국도있다. .
13886,2,나는 그가 Nass 장관보다 훨씬 낫다고 생각합니다.
13887,2,어머니의 목소리도 듣고 싶어요.
13888,2,열심히 해주세요
13889,2,내일 일한다면 ...
13890,2,"내가 또 무섭게 변해서 괴롭힐까 봐 나가는 거야? 그러는 거면 나가지 말고 여기 있어. 내가 밖에 있을게. 불안하면 문 잠그고 있어. 아, 맞다. 내가 그때 문 부쉈다."
13891,2,제 시어머니가 불편합니다. 저는 한국에 아내가 없습니다.
13892,2,"나 무서워… . 나는 단지 죽는 것이 무서웠다.… 나는 항상 촬영되었지만, 나는 그것을 믿지 않을 것입니다. ."
13893,2,내 전 여자 친구는 2 주간의 생각과 시간을 요구합니다.
13894,2,부담스러운 거 또 하나가 뭐냐고 물었죠? 형이야. 근데 막상 마주치니까... 그럭저럭 봐줄 만 하네.
13895,2,진짜 천안은 거세다
13896,2,그래서 그는 에어로빅과 힌지를 할 수 없습니다.
13897,2,그리고 헤어질 상상하면 너무 슬프고 힘든데….
13898,2, 모태 독신인데 어떻게 하면 연애할 수 있냐. ㅠㅠ
13899,2,재 등록을 생각하고있었습니다…
13900,2,이별하고 너무 안 받아 들여져서 꼭 한번은 보고 싶은데 한번 보기 정말 힘드네요.
13901,2,그나마 자주 오는 커뮤니티가 여기 루리웹이어서 혹시나 하는 심정에 적어봅니다.
13902,2,뱃속에 많이있는 것 같습니다 ..... ㅠㅠ
13903,2,내가 뭘 잘못 했어? 왜 다 그렇게 왜? .
13904,2,차인 충격에 사회인으로 해야 할 일 못해서 일자리도 잘리고;
13905,2,드라마 스타일을 보면 계속 시집 안 보내줄 듯 ㅠㅠ
13906,2,정말 맘고생 많이 했어요. ㅎㅎ
13907,2,정말 또 챙겨준다면 저만 바보 되는 거겠죠?
13908,2,알바는 슬프다.…
13909,2,아 오 이등병 때 헤어진 내 애인 두고 보자 ㅠㅠㅠ
13910,2, 지금 계단에 서울고 있어요
13911,2,얼마나 더 전화하세요? ㅠㅠ ??
13912,2,그래... 좋은 곳 가셨을 거야.
13913,2,하지만 내 여자 친구는 큰 가슴이 아니야
13914,2,나도…. 모르겠다.
13915,2,40대 남자들이 꿈꾸는 바를 달성했구먼….
13916,2,집에서 먹고 왔어... 근데도 배가 너무 아프고... 허리엔 찬 바람이 부는 거 같아. 쯧... 왜 갑자기... 오늘 이런 거야….
13917,2,연구를 위해 갑자기 이별 통지를 받았습니다.
13918,2,그냥 물건을 받아들이는 것이 좋지 않을까요
13919,2,근데…. 너무 보고 싶다나 바보 같지만 네가 다시 돌아오길 바라고 있어
13920,2, 자꾸 재촉해서 미안해요….
13921,2, 누나 내가 좋아하는 건 미안한 일이잖아
13922,2,유감입니다….
13923,2,아야!
13924,2,"미안하다. 그럴 생각은 없었어. ……그저, 내가 하고 싶은 걸 했을 뿐이야."
13925,2,우리는 어떻게 아들을 보낼 수 있습니까?
13926,2,지금 너무 혼란 스러워요.
13927,2,나는 아직도 조금하고 있어요 .. ㅠㅠ
13928,2,장결희 후보명단에도 없네! ㅠ
13929,2,아파트 층간소음 때문에 고민입니다
13930,2,한국은 또한 한국과 같은 정치인들과 함께 트럼프에서 나올 필요가 있습니다.
13931,2,또라이들이 넘쳐나네
13932,2,아직도 하루 한 번씩 너무 보고 싶고 눈물과 한숨이 납니다. ㅠㅠ…. 만날수도 없고….
13933,2,당신은 왜 집을 떠나고 떠나지 않습니까?
13934,2,좋은 사람들도 다른 나라에서 살기 위해 ~!
13935,2,묘목에 얼마나 있었습니까?
13936,2,여자가 참 안타깝다.
13937,2,나는 기사와 헤어졌다
13938,2,내 옆에 있던 사람이 없으니까 아주 슬프네요….
13939,2,당신이 당신의 부모님처럼된다면 정말 좋을 것입니다
13940,2,싫데요. 물어보지 말래요….
13941,2,외로움으로 마음을 먹게됩니다.
13942,2,나는 자고 싶다… 으악……
13943,2,병이라고도 할 수 있겠지.
13944,2,"추석 중에는 미워하지만, 웃으면 서 표정을 관리하는 것은 어렵다"
13945,2, 이제 도망칠 곳은 없는데….
13946,2,"물론, 나는 친구들과 나쁘지 않지만, 내 의지없이 학교에가는 것은 정말 어렵다…"
13947,2,눈물 나서 끝까지 못 보겠네요 ㅠㅠ
13948,2,나는 사과한다
13949,2,불쌍한 아이 .... 2
13950,2,나는 지금 당신을 볼 수 없습니다. .
13951,2,그런 다음 나를 사람으로 생각하십시오.
13952,2,아플 때 가장 슬 was습니다.
13953,2,얼마나 오래 운동해야합니까?
13954,2,...그 얘긴 하지 말자 
13955,2,"학생 회장이 되었더라도이 세대뿐만 아니라 부수적 인 활동도하고 싶었습니다. 생각 해봐, 어쨌든하고있어 내 주변의 기대와 같지 않습니까?"
13956,2,"나, 이대로는 사람이 돼도 별 쓸데없는 인간이 되겠구나."
13957,2,나는 나이가 많고 독신이지만 몸이 아플 때 아프다.
13958,2,운전병은 엄청 편하다던데ㅜ. ㅜ
13959,2,진짜 보자마자 눈물 나서 ㅜㅜㅜ
13960,2,선생님….
13961,2,아니 ... 내가 다른 남자와 결혼했다는 말을 잘못 했습니까? …
13962,2,산소 호흡기 떼고 운명하셨습니다
13963,2,그래서 나는 싸워 헤어지고 다시 나를 붙 잡았다.
13964,2,당신이 가고 있는지 여부.
13965,2,남 일 같지 않아. ㅠㅠ
13966,2,군대는 사라졌고 첫해를 돌볼 수 없었습니다. . ㅠㅠ
13967,2,너무 고민되네요
13968,2,소변이 자꾸 마려워요
13969,2,아무리 놀랐더라도 당신의 이름이 무엇인지조차 모릅니다.
13970,2,너랑 사귄 크리스마스가 다가오고 있네….
13971,2, 끊길 때 너무 속상해요. ㅠㅠㅠ
13972,2,목 아파 뒤질 것 같다 진심……. ㅠㅠ
13973,2,집에 오면 잠이 바로 미칠 듯하옵니다. ㅜ
13974,2,잠에서 깨기 거의 한 시간 전에 잠에서 깨어 다시 깨어납니다. TT
13975,2,열흘 전 전 여자 친구에게 이별 통보 받았습니다.
13976,2,그러나 내 여자 친구는 그것을 좋아하지 않습니다.
13977,2,머리로는 무조건 헤어져야 하는데 (바람 같은 최악은 아님) 마음이 그러질 못하고 있습니다….
13978,2,나에게 철저한 조언을 해주세요…
13979,2,다리가 부러 졌을 때 다리 당 300 만원
13980,2, 그러면 여자친구로서는 관심 없는 거겠죠??
13981,2,당신입니다-나는…… 나는 자고 싶다. 나중에 얘기해도 될까요?
13982,2,검사 결과가 나오면 절대 아버지에게 알리지 마십시오. 당신의 머리는 아이에게는 쓸모가 없습니다.
13983,2,나는 항상 전화로 어려움을 겪었고 당신이 힘들다고 생각하지 않았습니다. .
13984,2,계속 설사를합니다. TT
13985,2,돈을 갚고 싶지 않은 사람. 나는 그것을 갚을 수 없습니다.
13986,2,거기… 엄마…
13987,2," 대본에 없는 말 물어보면, 혼이 이상하다고 헛소리해대고, 미친 듯이 웃을지도"
13988,2, 연애너무어렵네요….
13989,2,나는 그것을 참을 수 없다 ...…
13990,2,이 사람들이 있습니까? ㅠㅠ
13991,2,궁금해서 물어보고 싶지만 대답 할 것 같지 않습니다. 0
13992,2,한심하면서도 안쓰러워요. 제가 담당자라. 성사되면 사례비가 엄청 센데... 좀 찜찜해요. 진짜. 동물 짝짓기해 주는 기분이라니까요!!
13993,2, 너무 피곤해요. ㅠㅠ
13994,2,속상해서 그러잖아요.
13995,2,이번 교시만 버티면 되는데 ㅠㅠ
13996,2,근데 또 너무 잘해줘서 미안할 정도로 잘해줘서다 미안해요….
13997,2,물어볼 사람이 없습니다. .
13998,2,팔목부터 시작해서 발목 무릎 안 쑤시는 곳이 없어요…. ㅠㅠ
13999,2,아직은 견딜만해…….
14000,2,나아질지는 모르겠지만 시간을 가져보자는 남자친구….
14001,2,걱정이 많았어요….
14002,2,그걸 저한테 말해서 어쩌자는 건데요?
14003,2,뭔가 외로워지고 여자친구가 멀게 느껴져요….
14004,2,형님이 미안합니다.
14005,2,다른 휴가가 있다면…… 힘내… … . 곰도 강력하다…… ㅠㅠ _? ㅠ _? _ ㅠ __? _ ㅜ
14006,2,"나는 지금 대학에 있고, 용돈이 절실히 필요합니다."
14007,2,불쌍한 선배 데릴사위로 간 거나 마찬가지잖아. 
14008,2,저는 40 세의 빵집 교수입니다.
14009,2,"왜 울었어요? 아니, 무슨 일이 있는 거예요?  한 번도 아니고 두 번이에요. 지난번 춘천에서…. 그리고 오늘…. 저번에 내가 분명히 말했죠. 내 앞에서 왜 울었는지 말하지 않을 거면 울지 말라고,"
14010,2,맛있어요? .
14011,2,당연히 결혼까지 갈 줄 알았는데 저만의 착각이었나 봐요….
14012,2,지난번에 나는 병원에 갔다. 그리고 지금 당신은 내가 무슨 일인지 알았어요.
14013,2,고백……. 해보셨어요?
14014,2,다른 건 몰라도 대야 썰매가 너무 힘들었답니다.
14015,2,여자친구 없는 게 이해가 안 되네요 0
14016,2,송덕기는 에로틱 한 영화에 출연했다.
14017,2,아 지금 냉장고에 아이스크림이 있는데 어떡하죠. 크크
14018,2,영화는 항상 남아있다…
14019,2,사람이 다 가질 수 없다는 게 정말인가 봐요. 난 내 딸은 내 욕심대로 커 준다고 생각했는데….
14020,2,루이스 오늘이 마지막 방송이라고는 믿지 않습니다. ㅠㅠ ㅜㅜㅜㅜ
14021,2,지금 너무 힘들어요.
14022,2, 살아가는 게 너무 힘들어요.
14023,2,거기있을 때 왜 대답하지 않았습니까? 벽 뒤에… 혹시… . 날 피 했어?
14024,2,너무 무서워요. 결혼은 모든 사람에게 유익한 것 같습니다. TT
14025,2,지금 네가 내게 돌아 오기 힘들어
14026,2,"그래, 미안하다……. 아무도 안 볼 줄 알았다고……."
14027,2, 안 그러면 신입으로 다시 입사해야 되는 건가요?
14028,2,이 반지를 숨기 듯이 나를 숨기려 할까
14029,2,"그 후, 나는 연락하지 않고 3 번 만났고 몰랐습니다…"
14030,2,우리는 그렇게 나쁘지 않습니까?
14031,2,나.. 아빠 믿어.
14032,2,옷만 있어요?
14033,2,그게 아니구요…. 어차피 안 될 거 헛수고하느니….
14034,2,그냥 죽어버려서 편히 쉴까 하는 생각도 들고요
14035,2,지금 비난하지 마십시오.
14036,2,나도 그렇게 생각해… … . 나는 47kg이고 날씬하다.
14037,2,요즘은 냄새 맡으면 더 배고파지는 거 같아요. ㅠㅠㅠ
14038,2,이별을 얘기한 지는 2주 정도 됐나.
14039,2,수많았던 일제 침략 시 일본인들이 우리나라 사람들을 저렇게 했겠지
14040,2,결과적으로? 한국인은 2 학년에서 4 학년으로 떨어졌다
14041,2,어느새 고무신 1년 차에 접어들었네요.
14042,2,오늘따라 신경안정제가 당기는 밤이네요…. 0
14043,2,아빠가 나 다시는 안 본댔잖아. 진짜로 아빠가 나 다시 안 보면 어떡해?
14044,2,"나는 인터뷰에 갔고, 급여는 약 140 만 원입니다."
14045,2,어쨌든 미안합니다.
14046,2, 환불 받아야 하나요 ㅠㅠ
14047,2,삼시 세끼 밥해 먹는 평범함이 힐링이 되는 세상…. 우리 모두 참 힘들게 사나 봅니다
14048,2,자살도 괜찮지 않을까 싶긴 해. 병에 잡아먹히기 전에 내가 직접이라는 의미에서.
14049,2,아니 딱 봐도 부은 얼굴이었는데 사람들 깔 때마다 대체 내가 아니라고 얼마나 쓴지 모름….
14050,2,어렸을 때 아버지는 떠났습니다. 나는 거의 기억하지 못한다. 아마 당신과 당신의 나이는 비슷할 것입니다.
14051,2,나는 일주일 후에 헤어지고 문자를 보냈다.
14052,2,주제를 벗어난 것이 유감입니다.
14053,2,언니 랑 얘기 할 수 없어 그것은 당신과 당신의 아버지 사이를 결정하는 문제가 아닙니다.
14054,2,내가 걔 좋아하는데 걘 헤어짐.
14055,2,....좋아하는 사람…. 있어?
14056,2,의미 없이 의도하지도 않지만 네가 사는 동네를 지나가면아무렇지도안다가도왜이렇게가슴이내려앉는건지….
14057,2,미안하지만 아무 말도 할 수 없습니다 ... = _ = 지금 어디에서 일합니까? .
14058,2, 알았어. 알았는데... 나 좀 섭섭해.
