,sentence,label
4740,"그래. 젊은 아가씨가 늙은이 다칠까 봐 그렇게 나서주고 참 마음이 곱네. 아유, 웃는 것도 아주 예뻐. 아까 보니까 일도 열심히 하던데. 더운데 시원한 거 하나 마셔볼래? 이게 유기농 주스야. 맛이 괜찮을 거야.",1
4741,어 한수지 오에스티 작곡가!!!,4
4742,와 정말 부럽다.,2
4743,이름도 간지,1
4744, 전 어떡해야 되죠,2
4745, 이게 자세하게 묻는 게 대학중퇴란 도 있어요,4
4746,아이들 화이팅!,1
4747,아주 좋아요….,1
4748,진정 자유로운 영혼이네요^^,1
4749,야 이 자식아! 오늘 죽은 우리 마누라 제사잖아!,3
4750,정자에 웬 부스터???,4
4751,역대 전 세계 대통령 중에 가장 토론을 못 하고 연설을 못 하는 대통령 같아.,3
4752,이것도 어차피 터진다는 것에 한 표,4
4753,호프집 빌려서 티브이로 수행원이랑 단관 하면 될 텐데……. ㅎㅎ,0
4754,"네, 한 달 전에 샀어요.",0
4755,고맙습니다….*^^*,1
4756, 니들 방식대로라면 이래두 무방한거 아니냐?,4
4757,조인성 정우성이 둘로 비주얼 다 발라버리네,4
4758, 3끼 라면으로 먹은 적도 있고요….,2
4759,아직도 애국심에 기대서 저품질 차를 고가로 팔아먹는 현기차는 점유율이 더 떨어져야 정신 차린다….,3
4760,"벌써 일 년이나 지났다. 아가, 일 년이면 충분히 시간 지나지 않았니? 그만 방황하고 엄마랑 집으로 들어가자, 응? 네가 있을 곳은 여기가 아니잖니? 아가? 응? ",2
4761, 좋은 음악을 만들어 주셔서 감사합니다.,1
4762,그럼 김태한 잘렸나요???,4
4763,상준이 형 형은 수비를 너무너무 잘해 여.,1
4764,다음 형사처벌 해라,3
4765,애국 인의 자세 고 안중근께 경례,1
4766,정말 돈 많으시네요….,0
4767,계속 고민 중이긴 한데….,2
4768,뭐 할 거야?,0
4769,궁금한 거 말해봐,2
4770,네.,0
4771, 그리고 열심히 노래 들어서 꼭 1등 시켜줄게요. 흐흐,1
4772,아 과거긴 과거인데 돌아버리겠네요. ㅠㅠ,2
4773,"아니 자기가 지금, 맘에 들고 안 들고 따질 나이냐고요,",3
4774,아 진짜 스트레스 최고조라 여기에 풀고 갑니다,3
4775,뭐라고 해야 하지? 먼지 냄새라고 해야 하나? 학교에서만 나는.. 오래된 가구나 책에서 나는 냄새 같은 거 있잖아요. 시간이 흘러도 학교가 달라도 그 냄새는 똑같은 거 같아요.,1
4776,예?,4
4777,정말 여자친구만 바라보다가 하루아침에 이별을 통보받으니 어찌 해야 될지 모르겠네요.,2
4778,그래도 아무리 생각해도….,2
4779,그래? 너도 나한테 기네스처럼 제일로 최고야.,1
4780,울 아긴 늦게 일어나고 아직도 자고 있네요,1
4781,역사를 잊은 민족에게 미래는 없다.,0
4782,그 여자가 왔어요! 그 여자!!!,4
4783,잘린 건가???,4
4784,꼴좋다 크크크,1
4785,"네, 그럴 경우엔 저희가 무료로 다시 해 드릴게요. 죄송합니다.",0
4786,제가 8월 초부터 지금까지 5킬로를 뺐어요!!!,1
4787,뮌헨인 줄 알고 깜짝 놀라,4
4788,"이런 기사를 조, 중, 동은 왜 투고조차 안 하냐?",3
4789,이런 영화 다시는 안 나오겠지…. 그때 시절을 잘 나타내주었던 거 같아요 하하,1
4790,처음 해보는 거라서 될까 모르겠네….,0
4791,안돼. ,0
4792,보는 내내 지루해서 죽는 줄 알았다.,3
4793,"왜 맑은 하늘에 비를 내려서 사람 발목을 잡아. 왜, 왜!",0
4794,그냥 영상미하고 배경을 잘 만들었는데 역시 인간의 타락 주된 모습일 뿐 그냥 그 이상으로 스토리는 별로입니다.,3
4795,오빠 생일 축하해요!!!,1
4796,아닙니다. 선생님!,4
4797, 미국은 왜 윤창중이 조사도 안 하고 그 모양이 인가??,3
4798,와 죽을 거 같다,2
4799,으응.. 그래.. 좋아….,2
4800,결국 화를 주체못하고 헤어지라고 해 버렸네요….,2
4801,팀장님을? 아니 왜? ,4
4802,아니야. 나야 영광이지. ,0
4803,내년에 군대 갈 건데 게임 한 번도 못하고 갈까 봐 진짜 고민입니다 2,2
4804,아이들한테 마스크 끼고 놀란 말이나 하도록 만드는 무능한 정부.,3
4805,너무 재밌다 세 남자 모두 최고 호감♡♡,1
4806,엑소 너무 인성도 좋고 애들이 착하기도 하고 밝아서 보기 좋았습니다. 앞으로도 응원합니다,1
4807,아침에 딱 눈뜨면 오늘은 뭐하지….,2
4808,벌레 같은 한국 남자들 여자 못 만나고 결혼 못할 거 같으니까 부들부들 ? 잼 크크크,3
4809,하하하， 덕분에 진행이 빠르잖아. 잘된 거지 뭐.,0
4810,예? ,4
4811,뭐? 내가 알기로 파티는 내일이었는데.,4
4812,근데 피디는 매우 웃기다,1
4813,김장 따로 안 했다며! 식당 깍두기랑 겉절이하고 김장김치 맛하고 같아?,0
4814,오래 사귀면서 힘들 때가 한두 번이 아닌데요,2
4815,"하지만, 전 그 심정도 좀 이해가 가요.",2
4816,육아용품 준비 하는 게 해도 해도 끝이 없네요?,4
4817,설마 그런 남자가 어딨어.,0
4818,저도 이렇게 못 잊는 제가 한심하네요,2
4819,"그렇게라도 평생 네 어깨에 붙어 있을 수 있으면, 그러고 싶어져서 정말.",2
4820,하여간 나이 먹었다고 내 맘대로 할 거야 이러다 길 잃었겠지 쯧쯧,3
4821,짖는 개 같은 개신교는 종교가 아니라 다단계 사기지,3
4822,오우 아침부터 대박….,4
4823,어제도 둘이 같이 밤새고 낮 돼서 좀 보채다가 겨우 잠들었네요. ㅠ,2
4824,교수님 이건 좀 그런데요. 예고도 없이 갑자기 소개팅하라고,3
4825,국민들의 분노가 세월호 가족들의 피눈물이 당신 자신의 손으로 그 눈을 후벼파게 될 것이다!!!,3
4826,반이라는 타인이 결정한 집합 단위에는 의미가 없어.,0
4827,너는 열심히 잘했어!,1
4828,네가 날 많이 좋아했었다는 거명칠 전에 들었다?,4
4829,예측불허의 해결법이야…,0
4830,이 사람 참 진국일세!!!,1
4831,기존 멤버들이 워낙 합이 좋고 예능 베테랑들이라.,1
4832,내가 저런 사람 때문에 변호 사공 부를 포기 했었다 쯧쯧,3
4833,행복한 시간을 선물해 줘서 정말 고마워요~,1
4834,"왜? 내가 뭐 틀린 말 했어? 사귀는 거 맞잖아? 그리고 내가 걔를 좀 알아서 하는 말인데, 걘 사귀면 결혼 하는 거야, 그냥.",0
4835,이대호 박병호는 사라졌구나,4
4836,아님 현실적인 부분이 큰 건가요….,4
4837,저거 타려면 최소 제트기조종수급 중력가속도훈련 수료 해야 되는 거 아님? ㅋㅋㅋㅋ,4
4838,전에 식당에서 음식을 만들어 본 적이 있어요?,0
4839,남자친구 군대 보낸 지는 2달 정도 됐네요,2
4840,정말 걱정이네요; ㅜ,2
4841,"……아하, 뭐, 그런 게 가능하다면야 좋겠지만요.",2
4842,"뭐, 한번 얘기해 봐라.",0
4843,"폄하는 아니지만, 피겨 인프라가 얼마나 된다고 다른 종목 선수들 까대면서 높여주냐",3
4844,내 딸을 유괴했잖아!!,3
4845, 난 이렇게 힘든데 새로운 사람이랑 시시덕거리고 있을 생각 하니 속이 뒤집어지네요,3
4846,할머니가 너 주려고 보약 지으셨다.,0
4847,얘는 내려오게 못 하나??,3
4848,오빠. 나... 편한 옷으로 갈아입어도 돼?,0
4849,어?,4
4850,벌써 세월은 무상하다고 자꾸 흘러가는데 벌써 삼일절이 다가왔네요. 정말 감개무량합니다. ,0
4851,한우 비싸서... 티브이서 눈으로만 먹습니다. ㅠㅠ,2
4852,살인을 소재로 한 영화가 이토록 재밌을 줄이야. 살인에 대한 감독의 해석이 정말 재치 있다. 대 배우님들의 10여 년 전 모습도 새로 왔고. ㅋ. 정말 유쾌하고 재밌다.,1
4853,오늘 몸이 좀 가뿐해서 날 아라슈퍼보다 주제가 한 8번 열창했더니 몸도 나른해지고 머리도 지끈거려오네요,2
4854,대한민국의 속물 한국 여자들과는 너무도 다른 당당한 모습이 멋진 것 같습니다…….^^,1
4855,뭐야 그걸 하란다고 한 거야? 진짜 급하긴 급했구나.,0
4856,와 다른 팀들이 황재균이 안 될 때 라면서 간 볼 때 황재균에 배팅할 돈이 없는 삼성이 먼저 날름 채가네 ㅋㅋㅋ,4
4857,저런 사람들이 우리나라의 ?;,3
4858,대박^*^은근히 섹시한 보검 계속 기다리게 됨 ㅎ,1
4859,"자네 부친은 범죄에 말려들었는지도 모르네. 아니, 말로 치장하는 건 그만두지. 자네의 부친은 회사의 돈을 착취했고, 그것이 드러났기에 도망쳤을 가능성이 있네.",0
4860,그러고 보니 진짜 알짜배기 배우님들! 박신양!,1
4861,반장님 대체 왜 이러십니까? 나갈 때마다 일일이 되묻고.. 오늘 작업 들어가는 날이잖아요.,0
4862,그 드라마 끝나고 비판 기사 많았는데 네이버엔 메인 안 걸고 찬양개시만 올림.,4
4863,야시장은: 윤길현의 진심을 느꼈다.,4
4864,좌파 추종자들 미국이 경찰국가 자처할 때는 왜 미국이 경찰국가냐고 제국주의라고 ?^^,3
4865,아니! 지금 저 취조 하시는 거예요?,3
4866,두 번째요…?,0
4867,무슨 일 있나요? ,0
4868,블랙리스트???? 좀 더 알아봐요. 하도 조작을 많이 해서 믿을 수 있어야지. 언론도 검찰도 이제는 믿을 수가 없네요. 국정농단 태블릿 피시 조작된 거 확인되었는데 이미 고발까지 한 사안인데 이건 언제 조사하나여???,4
4869,연아 선수 아이스쇼 감상 잘했고요,1
4870,"하, 웃겨어..? 야, 내가 지금 너한테 질투할 새가 어디 있느냐",3
4871,미안해…….,2
4872,아니요….,0
4873,역시 미국 대단하다 ㅎ 덜덜,4
4874,행복한 가정 만들기 교실?,4
4875,우와 누나! 오랜만에 왔는데 집안 분위기가 확 바뀌었네. 가구를 새로 산 거야?,4
4876,난 한잔 마셔야겠다.,0
4877,"그럼, 내일 봐.",0
4878, 왜냐면 시샘도 안 나고 예뻐서 빙의되기 좋거든 ㅋㅋㅋ,1
4879,대단하다... 진짜,4
4880,장예원 아나운서님에게 생일 진심으로 축하드립니다.,1
4881,트럼프 70대 부인 40대.. 딸같은….,4
4882,열쇠가 여깄다니까…. 걔들은 언제 온대?,3
4883,주제를 벗어남 죄송합니다. ㅠㅠ,2
4884,절대로 연락 안 올 줄 알았는데….,4
4885, 정말 세상이 미쳐가고 있구나?,4
4886,애플 맹신자들 좋아죽네! ㅋㅋㅋ,3
4887,어니스트와 셀레스티나 완전 강력추천에요~ 정말 재밌습니다^^,1
4888,앗싸 수요일 큰 이득 하하,1
4889,손실이 부역자들 색출하라,3
4890,오빠 아까 해피투게더 잘 봤어요. 크크,1
4891, 생각보다 더 어렵네.,2
4892,"어차피 무리인 소설 원작을 재현할 생각 말고, 차라리 영화 나름의 각색을 하는 게 더 나았겠다. 이건 뭐 그냥 생뚱맞네. 캐릭터 깊이도 없고, 몰입도 안 되고, 감독 혼자서만 감정 잡고 있고, 영상도 작위적. 아예 헛웃음만 나오더라. 트란안훙꺼 이제 안볼거다",3
4893,그래?,0
4894,팀장님 엄청나게 놀라셨겠네! 눈치 못 챘을까요?,4
4895,맛이 뭐가 중요해. 도시락은 정성이지!!,0
4896,평범한 재료로 멋진 요리를 만들어내는 마술사 같은 분.,1
4897,"넌 옆에서 비교적 조용히 만 있으면 되는 거야, 알았냐?",0
4898,준 게 형님 포스 보소. 덜덜덜,4
4899,너랑 사귄 크리스마스가 다가오고 있네….,2
4900,오늘 하루가 인생의 전부!,1
4901, 다른 사람 만나고 있다고 해도 한번 해보고 싶어요….,2
4902,술 먹고 운전하겠다는 거 아니라 전날 먹은 술 혹시나 불면 나올까 걱정될 때 쓰라고 달아놓은 거 ?,4
4903,많은 도움 감사,1
4904, 지역별 참가자 다 합하면 1억 명이라더라 크크크,4
4905,백남기 한상균 물타기 하는 거 보고 그냥 집에 되돌아왔음….,3
4906,거짓말이라면 네가 다른 사람을 바라보는 게 그렇게 신경 쓰이지도 않았겠지.,2
4907,제가 정신력이 약해요. ㅠㅠ,2
4908,그걸 동생한테 전화로 물어봤다고?,4
4909,뭐 네가 언제부터 내 일에 신경 썼다고….,2
4910,"드실 만 하다 뿐인가, 낙지가 아주 입안에 착착 감기네, 허허허",1
4911,아…. 진짜! 신이 계신다면 저것들 좀 벌주세요.,3
4912,중국 재벌들 스포츠카 전용 도로 되는 거 아닐까? 대단,1
4913,당신들이 진정한 애국자입니다,1
4914,기회 때 점수를 내야 하는 게 얼마나 중요한지 느낀 경기였다,0
4915,하조금길 약간 아주 우울해져서요.,2
4916,두 번 정도 결정력 아쉬운 거 빼고 다 좋았다 갓 흥민 ㅅ ㅅ,1
4917,괜찮아 엠마 왓슨 아주 이쁨,1
4918,그런데 왜 정작 수익은 애플이 삼성보다 몇 배나 더 높을까?,4
4919,해돋이?,4
4920,그리고 새해 복 많이 받으세요 ㅋㅋㅋ,1
4921,범죄와의 전쟁도 재미있었는데 국가대표도 그렇고 역시 믿고 보는 배우라고 너무 끼가 많아요,1
4922," 우리나라에 저런 사람 있었고, 지금도 있다.",3
4923,뭐예요 이게…?,4
4924,넌 선배의 데이트 뒤를 밟고 있구나?,3
4925,진짜 저런 게 대통령이었는가?,4
4926,진짜 미쳐버리겠네요,2
4927,신기해…….,4
4928,지금이라도 할 수 있으면 그렇게 해. 가져가.,2
4929,아니긴.. 그만하면 됐다. ,0
4930, 욕하는 게 당연하다고 생각하시나요?,4
4931,"너하고 의리도 있고, 결혼한 것도 숨겼는데, 괜찮아~ 안 하면 되지, 뭐….",2
4932,뭐?,0
4933,이 영화를 보니까 교훈을 주네요! 나도 남은 인생을 화려하게 살아야겠다…. 말밖에 안 나오네요..,1
4934,저렇게 생각하는 사람도 있긴 있군요~~~,4
4935,대통령이 대통령으로서의 의무는 개한테 던져주고 대통령 권한만 행사하겠다는 연산 군적 발상,3
4936, 이번에 프로그램 또 바꿨다면서!?,4
4937,네... 그렇게 됐습니다.,0
4938,놀면서 월급 받냐 최고다,2
4939,지금까지 손흥민 경기 보면 암 걸리는 기분이었는데 엊그제는 진짜 아주 잘했다.,1
4940,아무 의미 없다 재산 몰수하는 게 답,3
4941, 그러다가 서로 너무 힘들어서 제가 헤어지자고 했어요,2
4942,엑소시스트 같다 덜덜 무에서,4
4943,근데 솔직히 고백하면. 나 할 줄 아는 요리가 딱 하나밖에 없는데.,0
4944,삼성 fa 안 하다가 해서 감을 잃었나? 이원석= 이승련+27억 크크크,4
4945,아그파라 가니?,0
4946,최순실이 안 한 일을 찾는 게 빠른 듯.,3
4947, 허허 대박,4
4948,"그리고, 저 그렇게 무모하진 않아요. 이렇게 믿는 구석이 있으니까 나설 수 있었죠.",1
4949,고모부가 보험 몇 개 팔아준다고 해서 올라왔다 왜.,0
4950,안 쓰는 사람이 없네........ 저 먼지가 곧……. ㅜ,3
4951,박사모 비상식 노예 사회 암적 존재들….,3
4952,자네는 지금 무슨 턱도 없는 소릴 하는 건가!,0
4953,그야말로 거품일세~~~,3
4954,그렇게 원리원칙을 지킨다는 사람이 약속은 왜 안 지키지?,0
4955,삥? 개평? 그게 무슨 소리야? 언니?,4
4956,자랑스러운 한국인! 당신을 존경합니다.,1
4957, 이렇게 계속 살아야 할까???,2
4958,촛불 정성에 천지신명도 감동할 것입니다,1
4959,오.. 저 공주(?)가 김여정인 거야?,4
4960,기아에서 임 기준 김윤동 한승혁 심동섭 한기주 총출동해도 이 정도 볼넷은 안 나오는데…. ㄷㄷㄷ 심했다. ㅋㅋㅋ,4
4961, 병으로 돌아가신 게 아니고 너무 안 좋게 돌아가셔서….,2
4962, 헤어지자 해놓고 매달리고 잡았어요,2
4963,끝이 없는 장마의 시작이었나 봐.,4
4964,"아, 좋다.",1
4965,아이스쇼로 스트레스가 날아갔어요~,1
4966,코드가 안 맞는지 그저 민망하기만….,3
4967,도대체 꽃놀이패 시청률 안 나오는 이유를 모르겠네,4
4968, 안 혼나고 싶고 나만 혼자인 느낌이 들어 서럽네요. ㅜㅜ,2
4969, 마지막은 늘 아쉽고 또 아쉽다.,2
4970,그럴 리가요. 말씀드렸잖아요. 당신이랑 먹는 거면 돌멩이도 맛있다고.,1
4971,그럼 내일 드릴게요. 지금 당장 어디로 가란 말입니까.,2
4972,절망 그 자체다….,2
4973,이 여진기상캐스터의 살 수는 진리다~~,1
4974,별점 1점 주기도 아까운 영화구먼 쓰레기 영화 개나 줘버려라 그리고 이딴거 만든 감독 학력이 중졸인가? 그러니깐 비판하지 법을 지켜야 큰소리치지 지키지도 않으면서 뭘 비판 이야 개 같은 영화,3
4975,역시 사람은 자기를 알아주는 사람한테는 목숨도 건다니까 네.,3
4976,삼족이 아니라 구족 아니 대대손손 멸해야지….,3
4977,일본 야후 들어가 봤는데 국내(일본) 뉴스보다 한국 뉴스가 더 많았음,0
4978,"과거사도 좋지만, 맨날 반일/반미 하다가 연합군 어떻게 할래?",2
4979,많이 알려지지 않은 작품인데 스탤론에 대해 관심을 있으면 한번쯤 보게될 수작 재난영화,1
4980,도박왕한테 친 거야. 진짜 잘했구먼.,4
4981,안될 게 뭐가 있어? 우린 그냥 잠깐 떨어져 있었던 것뿐이야. 지금이 다시 만나는 때고.,2
4982,연기라도 잘하면 칭찬이라도 하지…. 이건 뭐 크크크,3
4983,네?,4
4984,영화 티켓이 비싼 거다; 무슨 비교를,3
4985,가지고 싶은 건 가지지 못하는 걸까.,2
4986,레전드 편에 또 김치 전편 넣는 거 아님? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4987,한채영이…???,4
4988,진짜인 줄 알았는데 뻥이라고 해서 놀랐습니다….,4
4989,우리 딸 보고 싶어서 혼났네.,1
4990,"지금 겨우 이 학년인데, 체르니 30번 나갔거든요. 그런데 지금 선생님이 너무 진도를 늦추시는 거예요. 제 생각엔 진도 질질 끌어서 학원비 더 뜯어내려는 것 같은데….",3
4991,응? 뭐라 그랬는데? ,4
4992,울산은 비가 퍼부어요.,2
4993,용팔이한테 눈퉁이 맞은 거 아니냐??,4
4994,떠날 때부터. 나는 사람이 될 수도 없고 곁에 있을 수도 없는데 이거 다치게 할 수 없잖아.,2
4995,"뭐, 같은 건물에서 일하는 사이이고. 모처럼 단합 회니까 친하게 지내볼까 해서요.",0
4996,좋겠다 돈 많아서,2
4997,<<이것도 아깝다;; 한 10만원 줄테니 보라고하면 보는척하고 잠은 자겄데,3
4998,다른 건 모르겠는데 너에 대해서 너무 성의가 없단 생각이 든다. 이건 좀 곤란하지 않니?,0
4999,싸이코 영화 같아. ㅜ,3
5000,문득문득 생각 나 하지만 참아 다시 못 돌아갈 것 아니깐 그냥 아직은 다 잊을 수가 없다 시간이 점점 흘러 옅어지는 것뿐,2
5001,"야 피차 살기 바쁜데 연락은 무슨. 생각나면 보는 거고, 없으면 할 수 없고.",0
5002, 그게 불가능하고 힘드니….,2
5003,아주 좋은 아르바이트 존재하긴 하나. ㅠㅠ,2
5004,어째 사진들 하나하나가 극히 혐오스럽냐,3
5005,아! 돈이다.,4
5006,요즘은 재산 분할이 50%데... 겨우 2천 받았습니까?,0
5007,기가 찬 거다! 너， 바보에도 재능이 있었구나.,4
5008,밥 먹자. 뭐 먹을까?,0
5009, 느낌은 굉장히 좋고요,1
5010,"김대중, 노무현정권때두 존재하지 않았나?",4
5011,아버지는 예전 우승자였는데 왜 가난한 거야?,0
5012,덩치 큰 아이가 둘이나 들어왔네?,4
5013,네?,4
5014,돈 없는 서민은 죽으라는 거냐?,2
5015,아. 걱정하지 마세요. 얼굴도장만 찍고 바로 돌려보낼게요.,0
5016,아직 몰라. 교무실에서 바로 데리고 왔거든.,0
5017,이 시국에 자국을 가?,3
5018,뭐 재밌는 일 있어?,0
5019, 어제 ? 수고하셨어요,1
5020,종일 보고 또 봐도 감동적인 프로그램을 보여줘서 감사해요~,1
5021,……그래.,0
5022,중국이 진짜 민폐네….,3
5023,도움을 받고 싶어서요. ,0
5024,"동성애 영화이고, 그에 따른 선정적 장면이 나온다는 거 알고 보길. 나는 비위 약해서 중간에 껐다. 전체적인 스토리도 별로임. 디카프리오 상대역으로 나오는 남자 시인 진짜 짜증 남 열 뻗침",3
5025,내가 하고 싶었던 이야기를 써줘서 고마운데 조금 부족하네….,1
5026,"……그럼, 전 이만.",0
5027,하…. 진짜 댓글 보고 한 번쯤 볼만한 영화인 거 같아서 봤지만 기가 찬다…. 이게무슨버킷리스트인가! 죽기 직전에 소원 들어주기? 내가 보기엔 죽기 직전에 막살자 인 거 같다. 감동도 없고…. 진짜 '버킷리스트'란 영화에 발톱에 때만큼도 못 따라가는 쓰레기 영화.. 완전 실망..,3
5028,디자인이 문제야…….,2
5029,법에 위아래가 어디 있냐? 기사 쓰는 꼬락서니 하고는 ?,3
5030,교육받으면 뭐 해 얼굴 멍 자국도 못 알아보는 멍청한 년인데,3
5031,당 잠사 화이팅,1
5032,별거 아니야. 신경 쓸 거 없어.,0
5033,너무너무 재미없었다. 바보작가,3
5034, 개 주인 왈 내 새끼 죽었다고 거품 물고 대들더니 나중에는 1천만 원 달라더라….,4
5035, 내구성 좋음.,1
5036,"뭐, 됐고. 그래서 오늘은 뭘 할거지?",0
5037,나를 괴롭힌 놈들을 다 쳐 죽여버린다.,3
5038, 대한민국의 희망을 보았습니다~~,1
5039,몰라! 뭐랄까…… 평소랑 다르달까……. 평상시의 회장은 저렇지 않다고.,2
5040,임!,4
5041,계시면서 왜 대답도 안 하셨어요? 벽 뒤에서 그렇게…. 혹시…. 저 피하신 거 아니죠?,2
5042,요새 로맨스 드라마 정주행 중인데요,1
5043,오늘이 피겨를 사랑하는 사람들에겐 정말 뜻깊은 날 같아요~,1
5044,뭔데 호들갑이야?,4
5045,우리의 즐거움 감사하며 화이팅‥·?,1
5046,저도 불매 운동에 동참하렵니다.,3
5047,선생님은 강아지 좋아하시나 봐요?,4
5048,아-빨리 앉아 보라고!!!,3
5049,그냥 멍하기만 하다…….,2
5050,원래 야간 출장비가 50만 원 정도 하나요?,4
5051,아까 5시 좀 전에 계란 간장 밥 먹고 8시에 실내자전거 좀 했는데 지금 죽을 거 같아요,2
5052,교환한 거 다시 환불 가능 한가요???,0
5053,작가가 이걸 볼진 모르겠지만 별점 1점도 아깝다 이렇게 형편없는 드라마가 있다니 크크크 모든 상황이 예측 가능한 드라마에 설마설마했는데 시청자들은 통쾌한 복수를 원하지 이렇게 찌질거리는 거 즐기는 사람 없는데 무슨 사디스트도 아니고,3
5054,그리고 그럴 수 없음에 너무 속상해하고 우울해하며 하루하루를 보내고 있어요.,2
5055,대구 지하철 희생자를 추모합니다!,2
5056,다 일본놈 배때기에 들어가 있다….,3
5057,뭐야 갑자기.,4
5058,"아, 그러냐…….",0
5059, 알려주신 분들 감사해요,1
5060,뭐야 이거 좀비야 죽어라. 안OO…….,3
5061,정말요? ,4
5062,이러나저러나 집에서 지금 하는 일이 짱이에요.,1
5063, 고등학교까지는 포항에서 다니다가 대학교를 경기도에서 다녔는데 다니는 중에 울산으로 이사를 했어요….,2
5064,…뭐? 무슨 이야기인데?,4
5065,근데 그냥 가방에 들고 가면 됨???,4
5066,형제가 아파하고 있도다. ㅠㅠ,2
5067,원작을 파. 괴. 한. 다,3
5068,괜찮아? 오늘따라 왜 이렇게 많이 마셔?,4
5069,절요? 누가요?,4
5070,쌍칼……. ㅠㅠㅠ안되!!! ㅠㅠㅠㅠ,2
5071,매년 저체온증으로 사망하는 신생아 수가 이백만 명이 넘는다는 보고서를 읽고 시작하게 되었습니다.,2
5072,소중한 산물을 구한 사람이야말로 노벨상 받아야 한다고 생각하네요,1
5073,사소한 건 신경 쓰지 마.,0
5074,예?,4
5075,그래도 탄핵은 인용될 텐데. 삼가 고인의 명복을 빕니다.,2
5076,턱선이 오빠랑 똑같네,4
5077,"그거, 신인상에 낼 거야?",4
5078,자동 운전이 필요하냐?,4
5079,가을야구 못하는 팀 팬들은 댓글도 달지 마라 크크크,3
5080, 안아 양 ㅠㅠ,1
5081,식구들 핸드폰 다 있잖아. 그리고 아깐 네가 핸드폰이 없으니까 연락도 안 되고 답답하더라. 가져.,0
5082,벌써 꽤 친해졌나 보네?,4
5083,붉은 메뚜기를 불태워야.~~~,4
5084,신제품도 폭발했다는 기사 떴는데 이건 또 무슨 소리야?,4
5085,미국도 이제 나락의 길로... 미국의 이명박,3
5086,"애, 잘못됐으면 어쩔 뻔했어. 가뜩이나 애도 안 생기는 게... 남의 애나 잡는다고,",2
5087,진짜~ 아프잖아! 네가 좋아하는 애 괴롭히는 유치원생이야!,3
5088,아직도 이 드라마는 내 인생의 최고!,1
5089,나가서 먹자고? 야야 귀찮아 집에서 때워~,0
5090,쟤네도 참.... 서럽겠다….,2
5091,왜?,0
5092,뭐야 이 자식아! 옷 꼬락서니가 대체 그게 뭐야 너!!! 내가 사준 옷은 어쨌니? 구워 먹었니? 삶아 먹었어? ,3
5093,짝짝짝 ~역시 바리 김장 승리 대한민국 김장 뜨면 끝장임 빈 닭 같은 새 정부네 어쩐지 큰소리 친다 했다간 만에 일 좀 하나 했더니만 김장이 다 했구먼,3
5094,동화야. 심심해서 내가 동화 한 번 만들어 봤는데….,0
5095,"별일 없어요 어머니, 낮잠만 퍼질러 자고 있더라고요, ",0
5096,관둬…,2
5097,왜 포기를 해? 그냥 그런 식으로는 안될 거 같아.,0
5098, 찍고 있는 택시 운전사 촬영 다치지 말고 잘하시길!,1
5099,? 큰 그림 지림,4
5100,나 타가 점점 맨유 스타일에 적응하는 모습 보기 좋네,1
5101,저기라고요? ,4
5102,어휴~，정말， 후배님， 무슨 짓이야! 멍하게 있을 때가 아니잖아!,1
5103,2.9Wh를 충전하기 위해 19.2Wh의 전력을 소비한다는 말이잖아?,4
5104,그런 게 어디 있어. 지나간 뒤에 미치도록 후회하면 어떡할 건데! 만약 그 사람이 최선이었으면 어떡할 건데!,3
5105,잘생겼어~,1
5106,난 아직도 힘든데 참 대단해…….,2
5107,아침부터 등목하는 습관이라도 있냐!,3
5108,마…. 말을 줬다고요? 선물로? ,4
5109,"저기.. 보이는 게 종양이에요…? 이해가 안 돼요, 별로 아프지 않았는데.",0
5110,메시가 팀인데 뭐…….,4
5111,누나는 스킨십 좋아하는데? 두근두근했어.,0
5112,참... 아까 오빠랑 통화했는데 너희들한테 안부 전해달래.,0
5113,알파고 수입하고 기관사들 다 찰라라 철밥통 공기업 놈들,3
5114,엘지는 파크 삼성은 시티 실제로 가보면 규모는 엄청 차이나 긴함. 진짜 파크와 시티의 차이만큼,4
5115,감사히 무 베팅하겠습니다,1
5116,아이고 형님 원래 싸움 체질은 아닌갑소….,4
5117,떳떳하게 벗고 활동하면서 치료되는 과정도 같이 지켜보면 보는 사람들이 더 기뻐할 것 같아요~~,1
5118,김성근 감독님의 뛰어난 데이터와 지도력에 박수를 보냅니다….,1
5119,원래당 선 안 이게 아니었는데 돈 받았나,4
5120,'이딴 기사 쓰는 쓰레기 기자 욕먹을 확률 높아',3
5121, 남자친구도 제가 아파하니까 미안해하는데 제가 다 미안하더라고요,2
5122,너희 자식들이 물속에 수장된 다음에 다시 얘기하자!,3
5123,슈틸리케 이거 점점 세이콘의 냄새가 난다.,0
5124,"그럼, 일단 안으로 들어갈까?",0
5125,김수로 소속사가 SM인데….,1
5126, 파훼법은 비 오는 날 진흙…….,0
5127,조윤선 며칠 사이에 많이 늙었구나,4
5128,왜? 이렇게 잘생겼는데!,4
5129,감동이네요^^ 화이팅!!,1
5130,범죄 영화다 감동은 기대하지 말라 그러나 감동을 주려고 했다. 최악이다.,3
5131,ㅋㅋㅋ 정의구현 어이없다,1
5132,알파고가 데자뷔라도 전개 하는 건가 ㅋㅋㅋ,0
5133, 이 불행을 다음 세대에 넘겨주는 것이야말로 크나큰 죄입니다.,2
5134,지네들 이익 위해 있으면서….,3
5135,어? 어?,4
