,sentence,label
6357,매번 좋습니다. 벌써 잘 자랍니다. 얼굴에는 귀가 있습니다. 똑똑해 보이고 웃을 때보세요. 당신은 얼마나 친절합니까?,1
6358,펄스라고 하니 어떤 남자배우 떠오르네,4
6359,케이크와… 뭐하는거야? … ㅠㅠ.,2
6360,재미 있었어요. 연기하는 3 급 배우의 얼굴을 보면 ... ㅋㅋㅋ,3
6361,사기꾼은 또 다른 큰 것입니다.,4
6362,자정 말하지 않고? 맨발입니까? 돈 있어요? 휴대 전화가 없습니까?,4
6363,라키티치 은근 개발하지,1
6364,"ㅋㅋ 조금은 유치했지만, 왕조현 주윤발 이것만으로도 충분히 볼만했다.",1
6365,근데 지금은 엄청 통증이 심합니다…. ㅠㅠ,2
6366,무한도전 보면서 완전 팬 됐어요~,1
6367,내 허리가 기상센터야 이거 왜 이래,4
6368,밤에 친구들의 말을 듣는 것이 아프지 않습니까?,3
6369,나는 그것을 너무 즐겼다,1
6370,남자들도 바셀린 넣지 않나?,4
6371,이벤트 끝나고. 대판 싸운 거예요?,4
6372, 위안부 자녀들도 저 정도까지 일본 욕은 안 한다.,3
6373,준 플레이 오프 경쟁을 축하합니다. .,1
6374,안돼… 장난!,1
6375,와…. 멋지네. ㅋㅋㅋ 정우람이가 84억인데. ㅋㅋㅋㅋㅋㅋㅋ,4
6376,많은 일이 있었고 나는 잘했습니다,1
6377,그런 적 없으니까 다신 전화하지 마라.,3
6378,하…. 공중전화…. 생각치도 못한 방법인데 내가 저질러 버릴 것 같네요,3
6379,헉……. 그럼 WBC 출전 못하나…. ㅠㅠ,2
6380,800일 축하해요,1
6381,어! 학생. 어떻게 여기?,4
6382,양동근 때문에 3 점 매우 지루 해요,3
6383, 총격을 맞고 사망한 가수분의 사연이 너무 안타깝습니다.,2
6384,3 시간 동안 한 번 방귀 흥미 롭군,4
6385,김 비서님이 나쁜 놈이 아니라 넘나 좋은 거~~,1
6386,"국방부, 기상청, 여성부 가장 신뢰 안 가는 기관",3
6387,원래 별 3개 주려 했지만 무분별하게 10점 준 놈들 때문에 1점,3
6388,내 옆에 있던 사람이 없으니까 아주 슬프네요….,2
6389,당신이이기거나 잃는 것은 중요하지 않습니다. 하지만 내 친구…,2
6390,20 년? 200 년 아닌가요?,4
6391,정말 대단하다….,1
6392,오래 잘 사귀었는데 어느새 헤어진 지도 6개월이 지났네 해,2
6393,"1 % 확률이지만, 1 %는 지금 의견을 볼 수 있습니다.",4
6394,나는 그것이 낭비라고 생각,4
6395,내가 어떻게 믿을 수 있니,2
6396,정말 뜨겁지 만 미세 먼지입니다. ㅠㅠ. 나는 살 수 없다. ㅠㅠ,3
6397,숙대 무용과 통폐합 들어가면서 나오는 이 기사는 멀까……. ㅎㅎㅎ,4
6398,너무 힘들어요.,2
6399,허술한 이야기를 메워야 할 액션마저 부족하군,3
6400,지역의 이기심 때문에 개 택시 전체를 망쳤습니다.,3
6401,아직도 그 여자애가 잊히질 않네요.,2
6402,이 달 말에 내 남자 친구가 입대했습니다.,2
6403, 그래도 캐럿이라는 이름이 있는 것만으로 만족합니다!,1
6404,괜찮아? 언제 퇴원합니까?,4
6405,솔직히 더 많은 일을합니다.,3
6406,어..? 자식 까칠하긴.. 하여간 미안하다. 혼자는 쉽지 않지?,4
6407,무슨 말을 먼저 해야 할지 아직 머릿속이 복잡해서 잠도 오지 않네요,2
6408,"예다, 생일 축하해",1
6409,이것이 군대에 해당 되는가? ㅠㅠㅠ,2
6410,네? 아니 체육이 아니라….,4
6411, 끝까지 추잡한 놈이 웃겠지!!!,4
6412,나는 월급을 바꾸는 사람들이 싫어.,3
6413,3 주 안에 끝내야합니다.,4
6414,그리고 그 근무일 동안 그 급여 (기본 급여)를 이용할 수 있습니까?,4
6415,"별점 ㅇ 점 옛날 미라 생각하고 10,000원이나 주고 봤는데 돈, 시간만 날렸음도 대체 영화를 통해 말하려는 게 뭔지 도통??? 재미도 감동도 꽝……. 다른 사람 평점 봤으면 안 봤을 텐데 어휴 아까워",3
6416,내가 지금 죽든 상관 없습니다. .,2
6417,87 등석 때문에 더 감정적으로 느껴집니다,1
6418,늙으면 뒈지어라 쪽팔리겠다 비아그라 하나 얻어먹고 충성 다하는구나,3
6419,<<이것도 아깝다;; 한 10만원 줄테니 보라고하면 보는척하고 잠은 자겄데,3
6420,보면 5~6000 천이 우습게 나오던데 뭐 하시는 분들이신지 덜덜,4
6421,당신이 옳기 때문에 그것이 옳다고 생각합니까?,4
6422,Memeks가 있습니까 ???,4
6423,육아휴직 다 쓰고 애는 어린이집 맡기고 복귀하려 했지만…. 이런 사건이 많아서…. 육아를 결정했지요…. 아이의 명복을 빕니다….,2
6424,일 벌써 끝났어?,4
6425,제가 초5(여)인데 요즘 친구 관계나 암튼 그런 거 때문에 많이 힘든데 제가 오늘 7시부터 잠이 들어 방금 일어났는데 이불에 오줌이 싸져 있네요. ㅠㅠ,2
6426,"내가 헤어진 지 한 달 후, 나는 그것이 괜찮다고 생각했지만, 여전히 상승하고있는 당신 때문에 다른 목적으로 무언가를하고 있습니다.",2
6427,"크크크 어차피 신제품도, 이미 불량이잖아. 그거 배 가린 건지 안 가른 건지 모르잖아. 침수시켜서 실험해야 됨?",4
6428,요즘 가장 좋은 사람.,1
6429,"세상에나~세상에나! 걔 완전히 심장 떨어졌었겠다. 아유, 고소해라! 얼마나 놀랐을까, 그 계집애!",1
6430,외국인은 머리 빠져도 멋있는데…. 나는….,2
6431,손바닥 굳은살 봐 뺨 한 대 맞으면 못 견디겠네,4
6432,정말 재미있었습니다 ㅋㅋ Entertainment Divine Advent. 뻐꾸기,1
6433,16 분 남았어요 롤,1
6434,에? 호송대는 너무 재미있어 드라마보다 좋았습니다.,1
6435,싫어. 여자애들이 부르는 노래 따위 뻔하잖아. 내가 왜 그걸 듣고 있어야 하는데.,3
6436,기사를 계속 삭제합니까? ㅋ,4
6437,막 짤 구우뜨!!!,1
6438,근데 꿈이어서 고민….,2
6439,조석이 그린 만화가 현실로?,4
6440,제가 죽으면 받게 될 돈이요.,2
6441, 올 때까지 기다리겠습니다. ㅠㅠ,2
6442,게임과 현실을 구분할 수없는 사람. 교도소 플레이크를 위해 감옥을 잠가 두어야합니다. 그렇게 많이 잃어 버리면 탈출구를 찾아서 돌봐야합니다.,3
6443,이번은 정말 끝났습니다……,1
6444,할 말이 더 있습니까? 당신이 거기 있다면 아무 말도하지 않겠습니다.,3
6445,"우리는 돼지가 아니고, 월 파크를 잡기 위해 Joan of Arc입니다.",3
6446,안투 라지 조진웅 귀여운,1
6447,화이팅 트럼프.... 만세….,1
6448,나는 비가 싫다. 울음을 멈춰야 해요 울지 않으면 도와 드릴 수 없습니다.,2
6449,넌 회식 때 팀장 술까지 따라주면서 기분 맞추지 않았어?,3
6450,옛날에 내가 본 쓰레기 집은 진심으로 리뷰가 좋습니다. 언젠가는 재미있을거야,3
6451,국가와 선사는 모두 4류인데 피해 학생들만 일류 선진시민이었네요ㅜ. ㅜ,2
6452,아직 오지 않았습니다.,4
6453,감동이네요^^ 화이팅!!,1
6454,전화가 오면 받아야죠. 그럼 안 받아요?,3
6455,차 가격을 30 % 할인하면 파블로프의 개처럼 침을 흘리면서 줄을 서게됩니다.,3
6456,오 ~ 김원이 올거야?,1
6457,으스스한 뉴스를 항상 읽을 때이 뉴스는 내 마음을 따뜻하게합니다.,1
6458,그나마 가라앉아가던 입덧이 슬금슬금 다시 올라와 어제는 밤새 토했네요. ㅠ,2
6459,박근혜가 문제야 그년이 문제야,3
6460,늦더위 이어 갈 수 있다?? 야.야 나도 그런 말 할 수 있다,3
6461, 2G폰에서부터 지금 스마트폰에 이르기까지 그리고 디자이너에서부터 영화 주인공까지 어우러져 왔다니 앞으로도 기대됩니다.,1
6462,뱀에게 물에 빠지거나 물렸습니까?,4
6463,그렇지 않으면 병원이 옳습니다.,3
6464,그 말을 하려고 여기까지 왔다고? ,4
6465,"은, 응……?",4
6466,고문 기술자 이근안을 특검으로~!,1
6467,안녕하세요~^-^!,1
6468,야! 널 업고 이렇게 험한 델 어떻게 내려가냐?,3
6469,재석 오빠. 오빠……!,1
6470,특검이 다급해 보이는데? 크크크,3
6471,뭐??,4
6472,매드 류 교수님 ... 역겨워 요.,3
6473,다섯시? 1 월 1 일인데 회사에 가지 않아요,4
6474,응? 판 친구들아,4
6475,이게 다 박근혜 때문임,3
6476,이별을 얘기한 지는 2주 정도 됐나.,2
6477,다시 갖다 놀 걸 왜 이렇게 막 가져왔어?,4
6478,이틀 남았는데 아직도 울고있는 것 같아,2
6479,  홧팅!^^,1
6480,어디서 찾았습니까?,4
6481,아니. 여자 형제! 오늘은 간을 조금 더 신선하게 만들겠습니다.,4
6482,아무리 일본 정부가 하는 행동이 상식 밖이라도 그렇지 신문 기사에 일본인 비하하는 단어를 쓰다니 생각이 있는 건지?,3
6483,실수는 테스트하지 않습니다! 그 제거!,3
6484,하지만 아프기 힘들어,2
6485,아 나는 산다. 내 우유를 만졌습니까?,3
6486,57억 7천에 10%는 5억 7천 7백 아니야? 그 돈을 달라고?,4
6487,이단 헌트 판 첩 혈 쌍웅 스파이야 곡예사야 오우삼 다신 영화 찍지 말길,3
6488,다친 사람에게 악플이라는 사람들 자기가 한 말이 본인에게 배가 돼서 돌아간다는 것만 알아라,3
6489,모두 삼성이 우승할 거라곤 생각도 안 했을 거다.,4
6490,용기있는 포장지,1
6491,먼저 물어 보라고합니다,2
6492,하지만 넌 여기 중요한 뉴스를 모두 얻었 어,3
6493,어떤 사람들은 세상을 이렇게 본다… 그것은.,4
6494,이래서 가족회사를 가면 안 된다는 거야.,3
6495,나는… 사라질 것입니다 ....,2
6496,조심합시다,3
6497,그것은 끔찍한 쓰레기입니다. 나쁘고 당신은 저에게 연락하지 않을 것입니다.,2
6498,이 숟가락! 이 내 꺼야!,3
6499,그런데! ,3
6500,Haha 서비스 시간 만 입력하면되지만 너무 성가 시게됩니다.,2
6501,액.,4
6502, 세금 걷어서 최순실이한테 퍼주려고,3
6503,뭐 했어? …,2
6504,최순실의 주머니,3
6505,네. 좀 큰 책상을 갖고 싶어서 시작했는데 아주 재미있어요. 그래서 다음에는 식탁도 만들어 보려고요.,1
6506,너는 벌써 네 목숨 반이나 줬잖아. 이제부터는 아무것도 안 해도 돼. 꼬리 다 없어지고 진짜 사람 될 때까지 내가 다 할게. 너는 그냥 옆에 있어만 줘.,2
6507,2% 부족한 영화가 아닌 98% 부족한 영화감독이 있다길래 참고 끝까지 다봤는데...;;진심으로 이렇게 재미없다고 느끼는건 처음;;,3
6508,체중이 많이 줄었습니다…,4
6509,한국은 치킨 장인이 넘쳐난다. 크크,1
6510,나… 에야디야?,4
6511,"사, 사장님 무슨 짓을 한 거예요?",4
6512,다시는 사용하지 마십시오.,3
6513,아.. 오랜만에 옛날 생각나고 너무 좋다.,1
6514,메리 크리스마스 !!!!,1
6515,학교 가기 왜 싫은데요?,4
6516,테이프를 반납하고 싶습니다. 서로 더 잘 도울 것입니다.,2
6517,추워서 떨고 있어요 ㅠㅠ,2
6518,댓글알바 솔직히 힘만 들고 돈도 별로 못 받음 더 좋은 알 바 없나?,2
6519,아니면 당신이 이길 수 있습니까? 그녀의 얼굴을 이렇게 만들 수 있습니까?,3
6520, 승관 이 정말 아무것도 안 입고 있었니?!!,4
6521,강제 소환!,3
6522,이. 모두 너 때문이야 !!!,3
6523,노망난 노인네 시키 사형시켜라,3
6524,나는 알람보다 일찍 일어 났고 다시 잤다.,1
6525,祝 結婚……. 幸福하시길….,1
6526,모든 무슬림이 테러리스트는 아니지만 모든 테러리스트는 무슬림,3
6527,이것이 현재 커플의 현실입니까?,4
6528,제기랄 차승원 엄살·닭살. 욕쩐다 때려치워라 영화 촬영할 때. 진지하게했으면좋겠음이성재가100배낳음,3
6529,나는 그것에 속고 싶다.,3
6530,놀라운 서울 지하철. 뻐꾸기,4
6531,차이고 연락하다가 질린다고 다 차단당하고 3개월 정도 됐는데 연락하면 완전 더 정떨어지겠죠….,2
6532,오히려 나는 죽을지도 모른다.,2
6533,"그리고 팝송을 받거나 모르는 것을 검색하면 ""당신은 다시 핸드폰입니까?""",2
6534,신뢰를 지키는 결정입니다.,1
6535,민주주의 만세!,1
6536,당신은 영감이 있습니까? 빨리 벗어나십시오.,3
6537,어떻게해야합니까? TT TT 1,2
6538,이미 트럼프 재산 수준이 국가 단위인데 ㅋㅋ,4
6539,"아니, 너무 이뻐.",1
6540,2013년에 이어 두 번째로 무 태풍이 올 가능성 있는 건가?,4
6541,백종원의 맛있는 톤과 요리가 최고입니다.,1
6542,지옥 같은 한국 생존법: 알아서 살아남으세요~,3
6543,나에 대해서?,4
6544,그런 말을 요즘 너무 많이 들어서….,2
6545,너무 재밌어요,1
6546,졸업했는데 아직 취업 안 되신 분들 많나요?,2
6547,너무 기다렸어요. 케미폭발할듯~^^,1
6548,검찰은 영 믿음이 법원 그래도 살아있네,1
6549,500년?,4
6550,나는 많이 이야기했다.,2
6551,20대…. 만 처맞아라.,3
6552,체중이 줄고 있지만 지금과 다르지 않을 것입니다.,2
6553,갑자기 왜 그러세요?,4
6554,오지환을 대체할만한 선수가 없다.,2
6555,재미있는 결론 나는 그것이 최고라고 생각했다. .,3
6556,"아버지, 저 서운해요, 서운하다고요! 엄마가 살아 계셨으면 저한테 이러지 못하실 겁니다. ",2
6557,지가 힘든 게 뭐 있다고 쯧쯧,3
6558,영화의 큰 줄기는 복수~이병헌이 복수에 성공함으로써 통쾌함을 느낄 것이다~~에릭도 총 판매자의 복수를 위해 등장하는 거야~,1
6559,난 솔직히 광화문 지날 때마다 촛불인지 뭔지…. 영…. 기분이 구리다.,3
6560,전시회 상황입니다. 원숭이.,3
6561,외국에선 열 살 스무 살 서른 살 차이도 잘 결혼하던데 뭐!,3
6562,세상에. . 매우 예쁘다… .,1
6563,뭐야， 내가 언제 그랬어!,4
6564,"백 씨,이 새로운 주에 좋은 하루 되세요.",1
6565,나는 당신을 너무 사랑했지만 왜 당신이 죽기 쉽다고 생각하는지 이해합니다.,2
6566,결혼 할 수없는 이유가 있습니다,3
6567,오늘 밤 SBS 11:25 첫 방송 ~ !!!,1
6568,아아! 이 회사에 다니셨구나. 재밌다아….,4
6569,혼자 돌아가야 해서 막막해요 @.@,2
6570,목표는 정말 좋았습니다.,1
6571,그걸 어떻게 알죠? ,4
6572,좌절 등급이 항상 너무 높습니다.,3
6573,월급을 누가 주는데 누구 말을 들어?,3
6574,류준열도 좋은 사람입니다,1
6575,행복한 시간을 선물해 줘서 정말 고마워요~,1
6576,이틀이 지났어,4
6577,? ?,1
6578,난 너무 예뻐,1
6579,당신은 왜 모두입니까? 거기에 많은 사람들이 있습니다 ... 무슨 일이야?,4
6580,국세로 해결되는 현실.,3
6581,도라이 ~~,3
6582,나는 당신이 죽고 싶어요. 빨리 울지 마,2
6583,무엇입니까? 그것은 열린 결말이 아니며 단지 터무니없는 것입니다 ....,3
6584,힘내!,1
6585,참여하는 한 이미 강력한 팀입니다. 대호! ~,1
6586,아니. 왜 하루 종일 밥을 먹어요? 요즘 배고파요?,3
6587,그래도 넌 좋겠다.,2
6588,축하합니다 몸 관리 잘하시길,1
6589,조심해야 한다는 것을 들어서요,2
6590,지푸라기라도 잡고 싶은 마음에어풀다운받아그사람사주 넣고 궁합도 보고 타로도 보고 별 미친 짓을 다했네요….,2
6591,우리의 현실은 9 번째 공무원 시험에 합격하는 것이 의사가되는 것보다 어렵다는 것입니다.,2
6592,항상 감사합니다 ~~ ^^,1
6593,앞으로 미래산업이 나아가야 할 길을 제대로 보여준 소프트웨어 같음.,1
6594,그거 말고. 다른 거 말하면 되잖아.,2
6595,하.. 아하하하. 그래서 네가 우리 집에서 나간다고?,3
6596,그래도 당시에 잘했다고 생각하는데 ㅋㅋㅋ,1
6597,날 어떻게 돌 봤어?,1
6598,이거 예전에 나온 거 같은데 재미네,1
6599,이런 일본 영화를 만들기는 어렵지만 아무것도 저장하지 않았습니다.,3
6600,백 선생님의 요리를 보면서 요리의 자신감과 흥미를 갖게 되어 정말 감사드리고 너무 쉽게 지도해주셔 매혹이 됨입니다 감사해요~,1
6601,이거 보면서 암 걸리는 줄 전개가 무슨 형편없는데 감독 약 빨고 찍은 듯 보는 시간이 아깝더라 그리고 뜬금포들 개연성이 너무 없다.,3
6602,쓸데없는 고집. 왜 그런 정신으로 죽을 것이라고 생각합니까?,2
6603,이선정과 서유정은 같은 나이의 77 세,4
6604,... 지진없이 한국에 거주 해 주셔서 감사합니다……,1
6605,누구를 위한 법인데?,3
6606,나는 당신의 범죄를 잊을 것이라고 생각했습니다.,3
6607,빠른 답변은 아니지만 연락을 드릴 수 없습니다.,2
6608,심심해서 재미있었습니다. 나는 당신이 최고의 연기자가 될 수 없다고 생각했습니다.,1
6609,잊을 수 있어요?,2
6610,저렴한 가격에 쉬운 재료로 너무 쉽고 맛있어서 감사합니다.,1
6611,"와우, 이것은 중국의 상상을 초월합니다. 어머",4
6612,국민 연금을 재검토해야합니다… !!!,3
6613,두테르테 수입해서 이 나라를 3개월만 맡기고 싶다,3
6614,뇌병을 일으키는 중국 지하 먼지가 매일오고 있지만 아무 말도 할 수 없습니다.,3
6615,한채영의 얼굴은 전 소미보다 작고 작다,4
6616,구수한 입담 하며 하나하나 센스있는 설명까지 존경합니다.,1
6617,스프링캠프 때부터 혹사 때문에 로저스도 갔다는 것을 모르나….,3
6618,그래서 ... 너무 싸다.,2
6619,그들은 고기를 더 잘 먹는다,4
6620,사진이 유감입니다 ....,2
6621,그녀의 사과주 말을 청소 !!!!! 나는 당신의 의견을 언제든지들을 수 없지만 그것을 해 주셔서 감사합니다 !!,1
6622,화음이 많이 있습니다,4
6623,김재현의 형은 굉장하다…,1
6624,그런 다음 눈을 뜨고 오른쪽을보십시오. 지금은 어떻습니까? 나는 멈출 수 없었다.,2
6625,이제는 그만 좀 해라,3
6626,지네는 이익을 위해 존재합니다…,3
6627,그녀도 예쁘다. 나는 구혜선이 일어났다는 것을 몰랐다. ㅋ,4
6628,미세먼지 주범인 짱깨 새끼들은 14억 마리 전무 씨를 말려야 헌다.,3
6629,레고는 도시 시리즈와 많은 재미를 가졌습니다.,1
6630,"너무너무 이쁘고 아름다운, 감동적인 연기였어요. 화이팅!!",1
6631,어 ~ 어 ~,1
6632,맞는 이야기임? ㅠㅠ,4
6633,다 귀에다 무선 이어폰 꽂고 다니려고?,4
6634,그러나 다른 사람들은 더워도 땀을 흘리지 않습니까?,4
6635,세관이란 무엇이며 여기에 쓰여진 금액은 얼마입니까?,4
6636,뭐? 나는 고양이와 생쥐에 대해 생각했다. 나 걱정 했어?,4
6637,뭐? 넌 그럼 착한 사람이 되고 싶어?,4
6638,결론은 대화가 재미 있어야한다는 것입니다 ~,1
6639,ㅋㅋ 와이즈를 삼성으로 다시 가져 오면 정말 재밌을거야,1
6640,정말 감동과 눈물,1
6641,너무 잘해도 문제가됩니다.,4
6642,백악관이나 들어가 살아 딴 데로 가지 말고,3
6643,오늘날 왜 그렇게 많은가? . ~,4
6644, 닭년아…. 더러운 년아.,3
6645,헤어지자.,2
6646,진실을 말하려는 증인의 입은 막고 변명에 급급이게 이 나라를 말아먹은 매국노들의 모습이 지 이름도 하필이면…. 퉤퉤,3
6647,나는 음식에 대한 취미가있다,1
6648, 오늘 만나기로 했는데 약속을 취소해 버렸어요,2
6649,우리는 해냈지만 되돌아 갈 수는 없습니다.,2
6650,시집가서 잘 살아야 해...,2
6651, 사랑합니다. 세븐틴!!!,1
6652,계시면서 왜 대답도 안 하셨어요? 벽 뒤에서 그렇게…. 혹시…. 저 피하신 거 아니죠?,2
6653,항상 반짝반짝 빛나고 있고 진짜 제 가수가 되어주셔서 감사합니다.,1
6654,막말 많이 하지만 박근혜보다는 백만 배쯤 유능한 트럼프,2
6655,괴로운,2
6656,아직 읽지도 않지만 ㅠㅠㅠ,2
6657,쓸데없는 고집 하고는. 그 정신으로 죽을 생각은 왜 하는 거냐?,2
6658,정말 ㅂㅅ 같은 영화,3
6659,금요일 날씨 치프를 내립니다!,3
6660,김 사임,3
6661,얼마나 부끄러운 지…,2
6662,Femi의 이야기를 꺼내면 패자를 걸러 냈습니다 ~ ^^,1
6663,착하게 보이는데 정말 착하고 선하다,1
6664,하…. 그때 돈 주고 안보길 잘했지.,3
6665,뭐? 아니 그게 무슨 말이냐? 네가 어떻게 걔를 알아? ,4
6666,공기계를 사고 싶은데 비싸긴 비싸네.. 스펙을 따지면 분명 살만한데 컴퓨터 한 대 값이라 고민주가,2
6667,제발 한 번만 다시 생각해봐요,2
6668,나는 진짜를 밝힐 수 없다,3
6669,대행사가 커야합니다. 나는 진짜 증기선처럼 일할 수 없습니다.,3
6670,백화점에서 왜?,4
6671,배급사의 머리가 의심된다. 어떻게 이게 레옹 2지….,3
6672,존경합니다. 대한민국~!,1
6673,멋지다 랠프 화이팅 오래 살아라,1
6674, 애들이  아빠가 만든 것이  더 맛있다고 하네요….,2
6675,아니 임신을 했다고???,4
6676,관리인은 어때? 지금하는 것보다 낫다,3
6677,7 위. 아시아 이후 수업 김동현 부족 ~,1
6678,뭐 하는 짓인지 모르겠네요,3
6679,근데 백억 대 드라마인데 아이돌 밀어 넣는 정책은 어디서 나온 거냐.,4
6680,열심히 해주세요,2
6681,당신이 인간이라면 섞지 마십시오.,3
6682,350여 명이 하와이라…. 우와~~~,4
6683,내가 이기면 더럽다고 생각하지 않습니다.,3
6684,가톨릭과 개신교를 통칭하여 기독교 (기독교)라고합니다. 기독교에서 하나님 (하나님)이 옳습니다. 하나님 (하나님)은 애국가의 표현입니다.,1
6685,신문 갖다 드리려고.. 근데 이게 다 뭐에요?,4
6686,~…… 게이!,4
6687,할 수 없습니다.,4
6688,그리고 나는 엔터테인먼트 페이지에서 내가 반영 할 기사들만 보았습니다.,2
6689,당신은 이것에 정말 능숙합니까?,4
6690,"한화가 9회에 홈런으로 역전을 시켜서, 또 졌구나….",2
6691,기대하던 사람이 아니라서 실망이야?,3
6692,폭염? 무더위? 다른거?,4
6693,무슨 소리 야?,3
6694,그런 말 한 적 없다고!!,3
6695,맞습니다. 당신은 분명히 당신의 형제를 미워합니까?,3
6696,아이의 농담이 아닙니다. 간호 관이 앞뒤로 가지 않았다는 것을 부인하고 있습니다.,3
6697,가족이 너무 아파요. .,2
6698,이제 시작이다!!,1
6699,헉 진짜 댓글 지우나 보네….,4
6700,아주 아쉽다.. 이건 아닌 듯,3
6701,Samsung Semiconductor와 함께 300 억 명의 사람들에게 암이나 사망,3
6702,"실제로, 커쇼 덕분에 여기에 올 수있었습니다.",1
6703,힝…,2
6704,술을 마시고 운전하고 싶지 않았지만 나올 때 걱정할 때 사용 했습니까?,4
6705,한국인들은 어떻게 생각합니까?,4
6706,많은 사람에게 쉬운 요리 가르쳐줘서 고맙습니다,1
6707,그냥 재미없네! 보던거니까 마저 봐야지 이랬는데 갑자기 원주민 생활하는 건 진짜 어처구니가 없었음이건 그냥 영화가 아니다.,3
6708,어디서 일자리를 얻습니까? ㅠㅠ?,2
6709,종아리 살은 얼마나 더해야 빠질까요….,2
6710, 자기 신생 말아 먹어가면서?,4
6711,답변해 주신분들 정말 감사해요. ㅜㅜ,1
6712,진짜요? ,4
6713,당신은 그것을 요청 했습니까?,4
6714,유윤 발이 당시의 영화에 등장한 것은 부끄러운 일이었다.,2
6715,세월 호 페리 후 3 개월 이상 사람들이 그룹 우울증을 겪었 기 때문에 경기 침체가 아니었다. .,2
6716,북한에서 죽었다니... 진짜 근대한국사 뼈저리게 겪고 가셨네,2
6717,농협도 저따위 취급인데 중소기업 들어가라고?,3
6718,당장 못 치워! 돈이나 밝히는 속물!,3
6719,환불 할 수있는 줄 몰랐어요,2
6720,책장 움직이는 거 멋있었어.,1
6721,와 명작이다. 애들아 나 믿고 한 번 봐봐라 타이태닉보다 훨씬~씨는 재밌다,1
6722,우린 이혼했어. 누가 누굴 만나든 상관할 일 없잖아!! ,3
6723,오늘 저는 상사에게 저 또는 다른 해를 선택하라고 지시해야합니다. .,3
6724,그가 살인자를 잡아야한다고 말하면,3
6725,Kook 강남 스타일은 여전히 매우 인기가 있습니다,1
6726,언니 나 동생을 만나면 그거 보입니까?,4
6727,고마워요…. 그럼 됐어요... 사랑해요. 엄마!,1
6728,이런 개 더러운 년이~~~ 당장 사형 시켜,3
6729,화낼거야,3
6730,"별 1 개가 너무 낭비입니다. 공포 영화 야, 끝났 니? 친구와 말도 웃었 기 때문에 웃었습니다. 이것을보기 위해 아침에 1시를 기다려서 죄송합니다.",3
6731, 커밍아웃해도 괜찮을까요?,2
6732,어? 징계 결과에 대해 이미 알고 있습니까? 듣지 못했습니다.,4
6733, 제가 뭐 하는 건지 싶네요. ㅜㅜ,2
6734,유인이라면 저승 사자까지,1
6735,그동안 수고하셨습니다….^^,1
6736,"저기~, 정말 나 진짜 충격이야─. 이 학교에 왕따는 존재하지 않는다니 교육부 완전 거짓말쟁이 아냐~. 이래서 정치가는 싫대도~.",3
6737,다시 만나서 반갑다… . 0,1
6738,@로 돌아 가기가 어렵습니다. @,2
6739,엄마야!,4
6740,박근혜 아빠의 마음이 바뀌지 않아서 흔적도 남기지 않은 역사가있다. .,3
6741,덕분에 요리가 다시 재미를 시작했습니다.,1
6742,"물의 무게, 원산지, 현재 종을 속이는 다이나믹 코리아",3
6743,나는 살아 세계적 대기업의 승리를 본 것은 처음이다,4
6744,너무 재밌어 오늘 그것을 보러 갔다.… 또보고 싶어,1
6745,임신 1 년에 1 ~ 2 회 변비가 있습니까? .,2
6746,처음에는 괜찮 았습니다. 나는 나를 속 였지만 이제는 속일 수 없습니다.,2
6747,내 친구 중 하나가 의대생과 의대생입니까?,2
6748,"멀고 먼 타지에서도 대한민국 국민임을, 잊지 않고 활동해주셔서 감사합니다.",1
6749,"국민 연금, 삼성이 죽여",3
6750,너무 귀여워요 ^^,1
6751,오바마 대통령을 존중합니다.,1
6752, 이름 처음 들어보는데 아이오아이는 알아요….,4
6753,밤이 힘들겠지…….,2
6754, 항상  좋은정보 감사합니다.,1
6755,몇 주 안에 20도 미만,4
6756,"오, 나 잘 지내?",4
6757,선수들은 정말 행복했습니다. .,1
6758,캐시 시스템이 조금 더 오래 만료됩니다.,1
6759,그만 새로 고쳐,3
6760,그런 말 하지 마. 싫어. ,2
6761,네이든 영화 강력히 추천합니다. 수학 천재 얘기라고 해서 지루할 거라 생각했는데…. 감동적이구 즐겁게 봤어요. OST도 아주 좋았고요. 알러뷰~~,1
6762,잼의 주요 사진과 같습니다,4
6763, 저 너무 살기가 힘들어요,2
6764,오아시스 노래를 하루 중 12시간을 듣고 있어서 귀가 너무 아파요 ㅠㅠㅠ 0,2
6765,멸망 자리 한다.,3
6766,부부가 키스를 열나요,3
6767,최순실 따라 하냐~네 머리는 도저히 다른 게 안 나오지~,3
6768, 한국프로야구가 메이저리그급이라는 개소리 이후로 처음이네 ㅋㅋ,4
6769,화 났어요 ~,3
6770,남자친구는 잠잘 때 예민해서 제 코골이 때문에 잠도 잘 못 자고….,2
6771,골든타임 놓치는 게 이 나라 내력이냐?,3
6772,세상에… 당신의 딸입니까? ?,4
6773,공유 !! 당신의 노력에 감사드립니다 !!! 천만 ~ ~ ???를 축하합니다? 모두 잘 했어 !!!,1
6774,멋지다!!! 상남자 아이가~!!!,1
6775,정한 오빠 생일을 진심으로 축하해요,1
6776,왜 경찰 이세요?,3
6777,그렇게 보이게합니까?,2
6778,분리에 대한 알림을 받으면 어떻게 분리 할 수 있습니까?,2
6779,감사합니다 ^^ ~~,1
6780,흥미롭지 않은 스크립트와 몰입 형 제작. 한 세트에 대한 전체 영화의 타당성을 포기한 영화.,3
