,sentence,label
3962,진짜 안 그랬어요?,4
3963,박근혜 머리로 떨어져라,3
3964,너. 형부가 소개해주는 사람 좀 만나봐. 금융 쪽으로 좀….,3
3965, 똑같은 사람이라고??,4
3966,왜 남자 더 일찍 죽어요?,4
3967,양쪽 정부가 해결 못 할 일을 젊은이들이 해내요.,1
3968,왜 혈세로 슈퍼컴 만들어서 기상청 주려고?,3
3969,통화가 편합니다. 문자 보내는 게 익숙지 않아서요.,4
3970,저런 시부모님 계시면 진짜 좋을 듯 ㅠㅠ ♡,2
3971,어떡하지…. 1,5
3972,엄마!!!,3
3973,이거 나 되게 보고 싶었던 공연인데. 너 안 어울리게 뮤지컬도 봐?,4
3974,매일 요구하는 남친이 가끔 두렵기까지 해요.,2
3975,"영화 시간이 다 됐는데, 버스가 왜 이렇게 안 오지요?",4
3976,뭐해! 당장 갖다버리란 말 안 들려?!,3
3977,"응. 힘들지. ……그래도, 가능하다. 나도 그랬으니까.",1
3978,그거 알면서 가는 거 아니냐?,4
3979,저 시집오고 나서 형님이 살림 나아지신 거 아내예요.,3
3980,기아하고는 전혀 상관없는데 잘 키워,1
3981,영원히 주일 대사 안 오면 좋겠다,3
3982, 언제가 될지 모르지만 머지않아 그렇게 될 것입니다.,5
3983,안되지요! 그래서 사 측에서도 업무 태만과 실적 저조를 해고 이유로 내세우고 있거든요!,2
3984,40대분들 점유율 높네요 ~,4
3985,통신사 관계자님 적자인 셈인이라는 어느 나라 셈법인가요?,4
3986,지저분하게 시간 끌기 하지 말고 즉각 퇴진하라,3
3987,이제 날씨가 점점 더워져서 점점 더 경기 하기 힘들 텐데 오빠의 건강이 걱정되네요….,5
3988,별 반개도 아깝다 진짜 OOO 시영화,3
3989,"몸매, 베드신 보기 좋다고 한 사람은 영화 안 본 사람",3
3990, 팬들에게 웃음을 주시는 것도 중요하지만 오빠에 건강도 중요하니깐 식사 꼭 챙겨 드시고 아프지 마세요,5
3991,두 개는 줄려고 했는데 알바가 많아서. 이후 볼 거 없어서 채널 돌려도 다시 다른 데로 돌리게 만드는구나,3
3992,"알아. 그리고.. 이거 해결해야 사랑이든, 추억이든 다시 만들 수 있을 거 같아.",4
3993,유럽은 가고 싶고 해서 친구들한테 청도 다녀와서 구라 뽕하려고요….,2
3994,응. 나 때문에 안 간다고 하지 마. 내 걱정하지 말고 잘 갔다 와.,4
3995,먹을 거로 건들면 우스워진다,3
3996,원래 이런 사람이었어요? 내가 사람을 잘못 봤나 봐요. 갈게요. ,4
3997, 오늘이 1일 차인데 갑갑해서 글 좀 써봅니다,2
3998,자본주의 시야데 살면서 인간의 기본적인 이성 욕망을 잘 채워줄 기획 좋은데 왜 논란이지?,5
3999,도깨비 진짜 재밌어요,1
4000,유재석 오라버니 TV 예능 프로그램들 방영이 오래 하시니 좋네요,1
4001,지금 알아보는 중인데….,4
4002,악질 중의 악질 범죄자 박근혜에게는 아주 조금의 선처도 있을수없다~!!!,3
4003,열심히 일해줘서 고마워요…!!,1
4004,가끔 지나가던 닉네임도 안 판 ? 욕하는 게 짜증나내여고민올렷는대 욕먹으니까 되게 상처받습니다.,2
4005,머냐 이거??,4
4006,눈빛 보소,5
4007,아~ 하지 마 왜 이래~ ,3
4008, 매일매일 힘내라는 장문의 카톡이랑 보내기는 하는데….,5
4009,슈퍼에 먹을 거 사러 갔는데….,4
4010,사진을 도용당 했어요,5
4011,사이다 뉴스로군 크크크,1
4012,이민 가야 하나…….,2
4013,"누누이 말하지만, 사생은 팬이 아니면 그냥 스토킹 범죄자일 뿐",3
4014,뭉뚱그려 예보 할 거 면하지 마 OOO,3
4015,"아유, 힘드셨죠?",2
4016,맨날 주말에만 비 오냐 ㅠㅠ,2
4017,남자 아저씨는 얼마나 돈이 많길래 여자 둘이서 총기 난사까지,4
4018,망할 오리콘이. 0,3
4019,네…. 그렇긴 한데….,4
4020,축하드립니다!!!,1
4021, 정도 더 그랬다는데 어떻게 해야 하죠?,5
4022,"선생님, 오늘은 일찍 준비했네요.",3
4023,보검이냐 원하는 대로 연기로 인정받기 위해 차근차근 올라가고 있구나~♡,1
4024,별로 상관없어. ……따로 할 일이 있는 것도 아니니까.,2
4025, 누가 임신한 아내 두고 미성년자랑 놀아난 놈이랑 같이 살라고 하겠나,3
4026, 아빠 회사에서 일하느라 고생이 많지.,2
4027,영화는 그냥 영화다…. 진짜 김두한이 어떤 놈인지 모르는 사람이 많아서 안타깝다.,2
4028,"영어는 특히, 학년 구분이 있는 것도 아니고요.",3
4029,어른이 되면 되고 싶은 걸 쓰라고 하셨잖아요?,3
4030,강력범죄나 강력처벌해라 하수들아,3
4031,"아니, 형사가 그것도 모르십니까?",4
4032,그러고 있으니까 진짜 우리 학교 학생 같네.,3
4033,25년. 덜덜덜 짱이다,4
4034, 저희 캐럿이랑 세븐틴 가능한 평생 같이해요!!!,1
4035,나와야 나오는 거지….,3
4036,응원합니다…. 칡즙도 간절히기다리구여…. 사랑합니다♥♥♥,1
4037,권력과 돈만 있으면 안 되는 일이 없었지,3
4038,엘지가 차우찬 데려오고 삼성에서 최재원 다시 데려가면 진짜 웃기겠다. ㅋㅋ,3
4039,업체에서 새로 들어온 알바들 보증금 일단 걷어서 기존 일하던 알바들 급여 주는 돌려막기 비슷한? 그런 거 같은데,3
4040,연락하고 싶어,2
4041,이 한마디가 하고 싶지만 이 한마디조차 허락할 수 없게. 당신은 다른 남자와 행복해 보입니다.,2
4042,수지 능청스럽게 비굴한 연기도 잘하고 귀엽고 사랑스러운 연기도 잘하고 자연스럽게 잘해 잘해 예뻐 죽겠어.~,1
4043,전? 20대중반 여친은 2살 어립니다….,5
4044,"이젠 장편영화는 만들지 마시길, 보는 동안 괴로워요…….",3
4045,있으나 마나 한 기상청!!!~~~,3
4046,오빠…. 빌려주세요.,4
4047,좌파교육 밑에 깨어있는 학생이 있는 게 신기하다….,4
4048,짐 찾으러 사람을 보낸다고 해서.... 잘 모르겠어요... 제 마음을……. 뭘 원하는지….,2
4049, 다리를 심하게 좀 다쳤어요,2
4050,그 나란 민족상 근친상간이 워낙 널리 퍼진 문화(?)라…. 돌연변이들이 많지,3
4051,아랍놈들 양심도 없냐…. 멀보고 십 점 주는 거냐,3
4052,많이 아파? ,2
4053,자랑스러운 대한민국 국민들 95%가 새역사를만들것입니다!!!,1
4054,"중국엔 정상적으로 노트7 판매한다는 거보니 폭발권 나 온스가 같은데 왜 원인 발표를 안 하지,",5
4055,거참! ,4
4056,"시나리오의 망 작성에, 진짜 갈라티아의 눈물? 도 사람처럼, 눈물을 흘릴 판이다. 이수경의 연기 제조기는 진짜 역사에 남을 수준…. 효리의 드라마 출연 외도 이후에, 사상 최고 수준의 거의 대형사고 그 자체·내가 감독이라면, 필름을 통째로 버렸을 거다. 강혜정도 어설프고, 진짜 졸작",3
4057,밥을 안 먹으면 누나가 신경 써주니까 괜히 그러는 거야. 내버려 두면 조만간 밥을 먹게 될 거야.,3
4058,사립초등학교에서 벌어진 폭력 사건인데 정말 화나네요.,3
4059,연이라는 배우 해도 되겠네…. 특별한얼굴이네,4
4060,판도 못 왔다….,2
4061,관련된 사람 다 재산 몰수하라고!!!,3
4062," 질 밖에 사정하긴 했지만, 오늘이 여자친구 가임기여서 너무 걱정됩니다.",5
4063, 네가 연락 와도 받을 준비 돼 있고 튕겨보느냐는 말도 안 되는 김칫국부터 마신다.,2
4064,해체 나이스,1
4065,마크 러팔로 멋있다….,1
4066,요리에 전혀 관심이 없는 남편을 주방으로 보내게 되는 큰 영향력이 있으신 분입니다.,1
4067, 진짜 한번 보면 눈물이 펑펑 나올 것 같네요 하하,1
4068,SNS에 광복절날 일본 관광 사진 올리는것들아정신차려.. 815가 무슨 날인지 알고 일본 사진 쳐올리냐,3
4069,이기적인 유전자 강동원 0,2
4070, 근데 그 사건이 계속 생각이 나서 미치겠어요,2
4071,정말 멋지세요~~~,1
4072,좋은 메시지를 담고 있는 건 인정하겠는데 총알 수십 방을 맞아도 피 한 방울 안 흘리고 쓰러지는 병사들 보니 너무 마음이 답답해서 집중이 안되고 몰입이 안되더라. 박진감은 전혀 없고 지루하기만 하더라….,3
4073,누구한테 신고하냐???,3
4074,교통 불편하게 매주 이 짓거리네,3
4075,은퇴한다더니…??,4
4076,이것들 하나 걸려라. 이딴씩으로 아무것이나 촛불에 끼워 맞추고 있네요.,3
4077,사람한테 높임말 쓰는 건 자존심 상하는데. 살아도 내가 더 살았는데 사람이 나이 들어봤자 100살밖에 더 먹었겠어?,4
4078,진심이 느껴지네요.,1
4079,백 선생님 홧팅….,1
4080," 6,800일 축하해요??",1
4081,다른 배우분들도 잘하셨지만……. 소연씨 정말 받을만한 분이 받은 겁니다^~^,1
4082,왜 극을 끌어가는 중심 있는 캐릭터가 있어야 하는지 알게 된 영화 살인마와 대적하는 그리고 사건을 해결하는 인물이 없고 왜 마지막에 다 탈출해놓고 나서 잡히고 죽임을 당하는지 이해할 수가 없다. 대체 조달환 정유미는 왜 나옴?,3
4083,무엇보다 연기 앞에서 진지하고 성실한 부분이 박수받아 마땅한 듯.,1
4084,명절 살인사건의 서울의 46건도 대부분 경상도 것들... 그 외 경상도의 명절 살인사건 71건.. 이 나라의 나쁜 짓은 경상도 것들이 도맡아 하고.... 경상도 것들은 모두 몰살해야 나라가 평안해진다... 더러운 과메기 것들.. ㅋㅋㅋㅋ,3
4085,박근혜는 소통할 지식이 안된다 ㅋㅋ,3
4086,이 자식 사람 잘 못 봤다 하더니만…. 웃긴 자식이네,3
4087,노후 준비는 얼마나 하셨냐고 하면 아무 말도 없을걸~,3
4088,아이폰에 OLED를 쓴다는 건 차세대에는 곡면을 글라스를 넣는다는 거 내,4
4089, 어제와 진짜 어떡해야 할까요,5
4090,원순 씨 뭐하셨어요?,4
4091, 여러분 입장에선 정떨어지나요? ㅠㅠ,5
4092,네…. 그건 잘 모르겠는데요….,4
4093,내 자식에 관한 일인데 내가 아니면 누가 알아야 한다는 거야?,3
4094, 삼성이 망해야 하는 이유다.,3
4095,뭔가 존. 나 무섭다,5
4096,왜,4
4097,"테임즈 가봐야 김태군 없이는 아무것도 못 한다,",3
4098,그니까 서로 만나서 풀어야 할걸 에스비에스부터 안 했잖아…. ㅋㅋㅋ,3
4099,정말 심각해요. ㅠㅠ,5
4100, 요즘 부쩍.^-^,1
4101,작가님 진짜 자기 주관 없는 것 같아요. 생각없이 막장으로 만들고--임 것 다신 안 봐요,3
4102,그만하라는 뜻이겠죠?,5
4103,됐다니까요. 아무것도 안 하셔도 돼요. 사실 선생님도 그걸 원하시잖아요.,4
4104,스트레스 많이 받아서 그런가….,2
4105,너무 유치하던데…. 연기도 오버,3
4106,넌 뭐야? 뭐 할 말 있어?,3
4107,"어머, 의외네. 그럼, 잘해 봐!",4
4108,그 애， 역시 다가가기 힘들더라.,4
4109,조심 좀 합시다,3
4110,내가 네 얼굴 평생 기억하겠다 이경재,3
4111,지하철 그거 난민들 타고 다니는 거 아님?,3
4112,최경희는 악의 화신으로서 즉시 사형을 집행해야 한다.,3
4113, 메리 크리스마스!!♡,1
4114,끓는 기름에 소금 넣으면 폭발하지 않을까…?,5
4115,박근혜는 하야가 아니라 탄핵이 답 같네요,3
4116,짜증 나는 피노키오와 늙은 요정 정말이지 최악의 영화,3
4117,이제 깔게 없으니까 초 단위로 표정 계산. 크크크 좌파 추종자들 눈물겹다 ㅠㅠ b,3
4118,기상청 뿅 쉰들^^,3
4119, 정말 무도에 그리고 감사한 마음입니다.,1
4120,잔말 말고 따라와 ,2
4121,어제 썰전 너무 재미나요~~,1
4122,약간 이상한 영화…. 황당하기 그지없다,3
4123,당연히 받을 줄 알았다. 이젠 대한민국을 대표하는 에이스 투수!!!,1
4124,응. 이거 좀 더 보다가. 잘 자. ,4
4125,속편 만들기 싫은데 억지로 만드셨나….,3
4126,중고서점에 쓸만한 책이 별로 없어요……. ㅠㅠ,2
4127,"아니요, 그럴 수도 있죠. 일이 힘드시죠?",4
4128,우와 박태환 분노의 각성 덜덜,4
4129, 체온은 계속 36.8도이고요.,5
4130,내 여태 살면서 배 터져 죽은 사람 못 봤어. 들어갈 때까지 먹어.,3
4131,그래서 닥터스 사랑하고 응원합니다!!! ㅋ,1
4132, 서민 언제 탈출하려나? ㅜㅜ,2
4133,중앙일보인데 JTBC랑 왜 이리 다르죠?,4
4134,추신수 아들 키가 추신수보다 크네,4
4135,제주도 영상 20도임 미쳤음 ㄷ….,4
4136,샅샅이 조사해서 밝혀라,3
4137,6월 2일 날까지 굶기 프로젝트 1일째…….,2
4138,좋아요!!! 맨날 들어야지~~~~~♥?힘 Him!!,1
4139,우리나라는 전라도 놈들만 잘 감시하면 안전할 듯~,3
4140,하지만 뭔가 할 말이 있나 보군. 사양 말고 말해보도록. 직업상 쉴 새 없이 질문받는 건 익숙하다네. 그리고 어서 날 실망하게 해주지 않겠나.,3
4141,좋은 일 하시는 것도 좋지만 너무 걱정됩니다. 가족들은 오죽하실까요…. ㅜㅜ,1
4142,왜 이래요? 저 아직 마취도 다 안 됐어요.,4
4143,폭탄 빼곤 눈길이 가네…….,5
4144,박근혜 물대포 한번 맞아볼까?,3
4145, 요리를 잘하지 못하는 저에게는 정말 많은 도움이 되었습니다.,1
4146,본 사마 진짜 존 멋 덜덜,1
4147,이게 뭔데요?,4
4148,체대가 잘하는구나,4
4149, 끝이에요?,4
4150,내가 나를 못 믿나??,5
4151,크크크 지옥 같은 한국은 망하는 게 답,3
4152,자급제폰 좀 시행해라. 통신사는 통신 서비스만 하고.,3
4153,이거 퍼즐 누가 푼 거야? 너야? 너지?,4
4154,샤오미 사고 싶은데 샤오미는 배터리 폭발 안 하지?,5
4155,"살인자가 되고 싶진 않으니까 조심해. '팥빵 살인사건, 팥은 보고 있었다' 같은 건 사양이야.",4
4156,"알았소, 다시 전화 걸죠. ",2
4157,이번엔 또 뭐요?,3
4158,재벌총수 불성실이 아니라 삥뜯은 놈들이 삥뜯긴 놈한테 화풀이하는 게 기가 차더라,3
4159,"대단해, 꼼수를 부리는 데에는 정말 탁월하구나.",4
4160,짱개들 좋겠다. 자국에서는 다른 회사 특허소송 커버해주고 다른 나라에서는 특허소송 내고 웃기네 ㅋㅋㅋ,3
4161,투쟁 이들을 위한 리그,3
4162,입학 취소하고는 밝혀지는 특혜가 있음에도 불구하고 아니라고 말하는 것 명백한 위증!!!,3
4163,토스 일주일 만에 가능한가요….,5
4164,여성부는 폐지해라 그게 답이다,3
4165,유학은 아니고.. 실은 작은 형이 뉴욕서 작은 스튜디오를 하는데 ,2
4166,히히. 출근하기 실용 ㅠㅠ,2
4167,능력 안되면 차 굴리지 마 디젤 충들아,3
4168,"아줌마, 아니 누나! 우리 가출 소년들인데요. 이왕 죽을 거면 돈 좀 주고 가세요. 죽는 거는 안 말릴게요.",2
4169,한 번도 별똥별 본적이 없는데. ㅜㅜ,2
4170,이종석 관상 영화 연기 잊지 못함 혼자 붕붕~~연기 많이 늘어 대상 준건가?,3
4171,"안부는 나중에 묻고, 형이 부탁이 있어서 왔어. 지도 대국 한판만 둬.",2
4172,95년도에 일본과 친선경기 때 처음 유지현 선수를 보고 펜이 되었습니다.,1
4173,그게 무슨 뚱딴지 같은 소리야? ,3
4174,박사모들아 장 지지는 건 카바 어떻게 칠 거야?,3
4175,스토리/고증적으로 막장인 건 감점 요인.,3
4176,진짜 윙이다? 윙?,4
4177,프랑스 주름살이라고 박카스랑 비슷해서 자양강장제인데 이거 마셔도 다 풀리지는 않네! ㅠㅠ,2
4178, 2단계여서 끈으로 되어있는데 지금 이 정도면 적당하나요?,5
4179,십 명작인데 22탄 때문에 깎는다,3
4180,안되면 다른 데랑 거래하겠다 그래.,4
4181, 하트 누르고 조마조마하고 있었는데 ㅠㅠ,5
4182,요즘 세상에 만 지수처럼 사는 여자가 어디 있나요 짜증 나는 드라마네요 첨엔 잘 보다가 지금은 짜증 나서 안 봐요,3
4183,부결되면 각오해라.,3
4184,눈이 맛이 갔나 지오디 박준 형 나오는 줄,4
4185, 상태 메시지나 얼굴 사진이 연락 기다리고 있는 것처럼 느껴져서요….,2
4186,국민이 모여 나라를 이루는 건데 국민이 미개하니 나라가 이 모양 이 꼴 아니겠나 -?-,3
4187,근데 메시 국대에 언제 복귀했나요??,4
4188,자기 하고 싶은 욕심 줄이고 팬들 의견 반영한다는 거 감동,1
4189, 부산에 부릉부릉 갔는데~~ 해운대에~~바다를 보러 가서~~맛나게 스파게티도 먹어주시고~~,1
4190,퀄리티 : 조원 김아중 나오는 뽀로로,3
4191,세월호가 박근혜 때문이면 김선일 죽은 것도 노무현 때문이네?,3
4192,준 휘 오빠 생일 축하해요,1
4193,"저는 정부가 지원하면서까지 비판해달라고 부탁하고, 그 비판을 기꺼이 받아들여서 더 나은 사회로 만드는 것이 민주사회의 요체라고 생각한다....... 애 정신세계가 좀 이상하다.",3
4194,예…. 하….,4
4195,김연아 솔론 줄 알았는데 커플이었다니 휴,2
4196,발판 단통법 죽여 불고 싶다,3
4197,폭탄이라도 헬 반도에서 반값에 팔면 살 사람 줄을 설듯.,3
4198,? 노래에 왜 더럽게 에일리랑 은 지가 참여를 ?,2
4199, 대한항공 매뉴얼 수정하라.,4
4200,축하드려요~,1
4201,보육원 말씀하시는 거예요? ,2
4202,진짜 일본의 상상력 창의력 센스는 어디서 나오는 걸까 매번 감탄함…….,4
4203,아니 왜 사람 취급을 안 하냐??,4
4204,저도 직장에서 임신으로 인해서 실적이나 평가에 대한 걱정도 앞서고….,5
4205,네. 3달 동안 떨어져서 골이 깊어진 거예요. 언니가 한국에 들어온다니까. 얼굴 보고 얘기하면 풀릴 거에요.,4
4206,잘 아는 사람이야? 지금 이 사람….,2
4207,유해진 씨 짱! 입니다,1
4208,검은색 정장. 상갓집 가려고….,4
4209, 그임에도 불구하고 저거 그냥 가라앉을 거 같은 느낌은 뭐지?,5
4210,어이가 없네…???,5
4211,워낙 위대해서. 하하하~ 아버지 건배~,3
4212,개념 없는 수꼴들 때문에 뉴스 댓글 보기가 싫어지네요….,3
4213,"어이 무늬만 서른셋, 속은 꿈 꾸는 판타지 소녀, 너도 인제 그만 여자가 돼야지, 언제까지 꿈만 꾸고 있을래? 응? 사춘기 그만 졸업해, 실전으로 나가보라고.",4
4214,국판 향 무선충전은 어찌 뺀 거야. ㅜㅡ,2
4215,나라가 안 도와주는데 가족이라도 처벌해야지 가만있나? 나 같아도 폭행하겠다.,3
4216,요리조리 빠져나갈 궁리하지 말고 하루빨리 들어와서 조사받자,3
4217,뭐? 관? 이게 진짜! 네가 그 집 관을 왜 들어?,4
4218,막내야! 돌아와서 반가웠어~~ 앞으로 더 분발하자.,1
4219,대상 축하드려요.,1
4220,"너 말이야, 학원 같은데, 가서 뭐라도 좀 배우면 어떨까? 내가 보기에 넌 지금 정신 분산이 좀 필요해.",3
4221,아~ 네 아빠랑 떨어져서 이렇게 살아 보니까. 너무 좋아. 내 인생에 한 번도 없었던 마음의 평화야. 내가 앞으로 살면 얼마나 살겠니. 이 평화 계속 지키면서 남은 인생. 여기서 살고 싶어. 난 이혼 할 거야.,3
4222,동정 표 사려고 오지게 언플하네! 진짜ㅋㅋ이래놓고 연기대상 상 받으련 올 거잖아 윙 ㅠㅠ,3
4223,먼저 둘 다 학생이고. 고백을 해보려고 합니다만 가장 걱정되는 게??? 만약 잘 되면 좋은데 그렇지 않을 경우에???? 어떻게? 지내죠….,5
4224,아니 장현수는 그렇다고 치고 홍정호 뭔데?!,4
4225,정유라라 악녀 박근혜 딸이라는데 사실인가 확인해봐라 악녀 딸 정유라 빨리 구속해라,3
4226,헤어가 왜…. 죠….,5
4227,그래 주세요.,4
4228,광신도들에 의해 과대평가 받은 영화라고나 할까? 참고로 모태신앙인.,3
4229,하하 요즘 백 주님 덕에 맛있는 두부조림 해 먹고 만능간장  덕보고있읍니다….,4
4230,김태희가 독실한 신자라 만일 결혼하면 혼배성사를 하지 않을까 싶긴 했는데... 여튼 축하합니다♡,1
4231, 그 시간에 아이들 생각하면 분통 터져 눈물이 난다….,2
4232,가을이다 덜덜덜,4
4233,혜택받은 아이들의 그저 평범한 모습이 그렇지 못한 아이들과 부모는 가슴으로 울며 또 가슴 절임으로 미안해하며 또 다른 세상을 보고 있습니다….,2
4234,……왜?,4
4235,매년 겨울방학 귤과 함께 다시 보던 올려 차기,1
4236,와서 비교해보라고. 졸면서 쓴 거야 뭐야?,3
4237,삼성이 국민 배신 처음도 아닌데……. 하긴 이명박 대통령이 똥 쌈도 모르고 박근혜 찍는 것 보면 멍청하다는 건 알지만 다시 또 사줘라~~^^*,3
4238,다시는 오고 싶지 않은 나라…. 한국,3
4239,목소리 너무~~좋으시네요!!!,1
4240,난 혹 시나에 희망 거는 사람이 아닌데. ,4
4241,경주만 그런 게 아니라 경남 진주도 서울까지도 심각하게 흔들렸다. ㅠㅠ,5
4242, 악마는 지옥으로 떨어질 것임.,3
4243,이걸 도대체 어떡해야 하나요?,5
4244, 모두 백선생님으로 부터입니다…….,1
4245,28살에 기획실 팀장 ㅋㅋ,4
4246, 그래도 그동안 수고하셨습니다.,1
4247,별점 주기도 아깝다. 욕 나옴.,3
4248,변호사라는 사람이…. 민주주의도 몰라?!?!?!,4
4249,난 저 바 너클이 불에 탔다는 줄….,4
4250,진짜 멋있어요. ㅋㅋㅋ ♥♥♥,1
4251,삼성이 무너지면 한국도 무너진다.,5
4252, 양심이 좀 있어 보라고!!!,3
4253,아직 완성 안 됐는데…,4
4254,"그냥 어민이 아니야, 해상강도들이지.",3
4255," 이거 뭐죠,??",5
4256,이미 회사뿐 아니라 한국이 지옥,3
4257, 하지만 유지하던 도중 좀 방심해서 2kg 쪄버리고 좀 위기를 느꼈어요.,5
4258,국어 시간에 보여줬는데 좀 많이 지루함.,3
4259,근데 개복치 무지키더라…….,4
4260,무슨 일 있죠... 뭐예요?,2
4261,뭐예요 정말?!,3
4262, 보디로션 발라도 아프게 ㅠㅠ,2
4263,무슨 쓸데없는 소리야…? 원래 안 좋으셨잖아. 너 때문에 아니야. ,2
4264,화형대에 올라도 난 무죄라고 할 년이다,3
4265,존나 재미없음. 단 하나 제작진 소개 자막 때 노래만 좋음,3
4266,영화초반부에 힌트가 너무 약함. 별생각을 다 하게 만들어놓고 애매하게 끝맺어버림. 키포인트가 섬 밖에있었음. 치사하다고나 할까?,3
4267,"네 일, 내 일이 어딨어요, 같이 하는 일인데요.",1
4268,진짜 미안해.,3
4269, 글구 휴대폰 선 없어서 훨씬 편해진다.,1
4270,그래야 사람들도 사람 무서운 줄을 알지. ,3
4271,마티즈 광고인 줄 알았네;;,5
4272,엥? 여기 네이버 뉴스 맞냐?,5
4273,누니 라파스 신봉선 닮아서 안 본다.,3
4274,소설 쓰는 데 시간이 좀 걸리지?,3
4275,"아~ 자전거 코스로 다니는구나~. 나도 주말엔 그리로 자주 다니는데. 그럼 있잖아,  너도 고급 자전거 하나 사는 거 어때?",3
4276,집 사서 혼자 살면 되잖아 왜 저러지?,3
4277,한창 핵 펭귄이 남북 거짓 평화로 전 국민을 속이던 때 만들어진 영화,3
4278, 근데 내 과실이 아닌데도 증명할 방법도 없고….,4
4279, 진짜 나쁜 행동인 거 같아요….,3
4280,...같은 반 아이들 얘기의 화살이 나한테 날아왔거든. 왜 그런 얘기를 좋아하는 걸까.,1
4281, 멋져 멋져.,1
4282,홍진호 콜라인 강제 탈퇴…….,2
4283,정신과 치료 필요성 이야기 나오더니 진짜였냐….,4
4284,2분 머리 손질 안 했음,4
4285, 어쨌다 얘기 나올까 봐 겁나기도 하고 어떡해야 하는지 모르겠어요.,5
4286, 첫애가 자꾸 재배를 보고 남자라고 하네요. ㅠㅠ,2
4287,야... 너. 뭐야. 나 미행했어?,4
4288,이런 거 보면 UFC 선수들은 인간 병기 수준이겠습니다. 후들후들합니다….,4
4289,손님. 뭔가 하고 싶은 말씀이라도 있으신가요?,4
4290,"정년연장은 해주고 임금 피크제, 대체 근로, 파견근로 전부 틀어막아 청년 백수 넘쳐나고 있다…….",3
4291,미국 부하 박정희 공산주의자 박정희 친일파 박정희 같은 친일파 파는 박정희,3
4292, 생일 축하해 찬아♡ 아!,1
4293,개 키우는 게 이렇게 힘듭니다,2
4294,아주 ?,3
4295,댓글 보면 질투와 부러움에 손가락이 떨리나 보지? 흐흐흐,3
4296,당신이 돌침대 도로 물려준다고 했어요?,2
4297,여기서 삼성 욕 하는 애들 갤노트7 본 적도 없을 거다 ㅋㅋ,3
4298,뭔가 헬 오브 더 월드가 열릴 것 같네,5
4299,내가 만약에 인위적으로 만들어진 인조인간이라면 정말 끔찍할 것 같다.,5
4300,즐….,3
4301,저렇게 일일이 걸어주다니 ㅜㅜㅜ 감동 ㅜㅜㅜ,1
4302,발달장애든 뭐든 간에 사람을 죽였으니 사형해야 하는 것 아닌가?,3
4303,당신들이 진정한 애국자입니다,1
4304,화이팅을 떠나서 도로 운행에 불편을 주는 불법 폭주 행위네,3
4305,1박2일에서 너 꼴 보기 싫었는데 결국 이렇게 떠내려가는구나~~~,1
4306,이거 놔.,2
4307,별거 아니라면서,3
4308,아오. 기레기들 조회 수는 무도 만한 게 없나 보죠??? 다들 알아서들 할 거니 기사 좀 그만,3
4309,인도가 이런 기술을 가지고 있었다니 놀랍군요,4
4310,"할 말 없어요, 정말? 없어요?",4
4311,저 부잣집 딸 아닌 거든요.,2
4312,공룡시대 때는 곤충이 사람만 했대,4
4313,레스터가 1월1일에 경기를 했는데 1월2일에 경기를 또 한다고? 뭐야,4
4314,8월에 예약하고 아직도 못 받은 한사람……. 수두룩룩,3
4315,언제부터 시작할 수 있어?,4
4316,곱게 미쳐라,3
4317,3월에 시작한 몬스터 아직도 하고 있네! ㄷㄷㄷ,4
4318, 쉽고 따라 하면 맛이 보장되는 요리 계속 가르쳐주세요.,1
4319,악역인데 미워할 수가 없어~,2
4320,아버님 방 아니에요?,3
4321,이분 검사 시절 무시무시했겠네.,4
4322,태현아 행복 하면 됐어. ㅜㅜㅜ,2
4323,혼자 위험해. 늦었는데.,2
4324,네가 먼저 날 유혹했어. 그날 넌 나시에 나풀거리는 원피스 차림이었다.,3
4325,여보세요!!!,3
4326,씨바 내가 네 몸뚱아리에 주사 놓으라고 임신해서 토하면서까지 일 한 줄 알아??,3
4327,아버님. 아버님. 큰일 났습니다. ,3
4328, 저 어쩌죠 헤어지곤 싶은데 너무 힘들까 봐 그게 너무 두려워요,2
4329,헐 화백의 신부 원작은 보셨나…….,4
4330,지랄을 떨어요. 아주 맞불은 무슨.. 고양이한테 호랑이라 해라,3
4331,염장 지르는 개소리,3
4332,악동 뮤지션만의 스타일이 너무 좋아서 찾아 들음!!♡,1
4333,시위하고 대통령 탄핵하는데 어수선해서 오겠냐,3
4334,? 알았네….,4
4335,기네스가 뭐야?,1
4336,  그리고 원피스 입어도 되나요?,5
4337, 지금도 좋아하지만 사랑 하진 않는 것 같아요,2
4338,기분이 참 그러네요……. 쯥. 0,2
4339,진심으로…. 엄정화를 다시 보게 된다….,1
4340,걔가요? 집에서 눈치를 본다고요? 이모가 걔네 엄마를 못 봐서 그러는데…,3
4341,근데 이번 생리는 좀 날짜가 미뤄지네요….,5
4342,지금 그래서 하고 싶은 말이 뭐예요?,2
4343,세금으로……. 전부 잘라서 감옥에 보내라.,3
4344,한국선 절대 불가능한 일이지!,3
4345,이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡,1
4346,잘 하라고.,3
4347, 콧물이 계속 있어서 머리 아프고 너무 신경 쓰여 코도 아프고,2
4348,현실 되니까 힘드네요….,2
4349,  그랑프리 최종 우승보다  연아선수 자신이  불안했던 자신을 이겨냈다는것이  더 훌륭한 것입니다.,1
4350,"오바마가 대통령인 나라, 부럽습니다",2
4351,너랑 상관없어. 놔!,2
